,PropertyId,HostId,BranchId,Title,Description,NumGuests,NumBedrooms,NumBeds,NumBaths,Price
48,15341,62664,513896,**Bright Nolita Apt w Doorman/Elevators/Gym**,"Greetings! This is a bright, spartan 1-bedroom in a Luxury Nolita high-rise condo building with 24 hour lobby attendants and elevators. Amazing location with nearby subways, Whole Foods, SoHo, Lower East Side, Little Italy, Chinatown, NYU. Hello ~ : ) I'm taking short term stays in my Nolita apartment for a minimum of 30 day stays. This is a simple, spartan 1-bedroom in an awesome, safe neighborhood.  For the stay, I am looking for guests who are Mature, Low Key, Financially Secure, Non-Smoking in the room, Relatively LOW maintenance & clean, and NON-Partying (meaning I dont mind if you like to have fun, just no throwing parties in THIS apartment, please). Apartment Amenities include:  * WiFi 25/25MBps (Download/Upload) * FiOS TV (Online streaming movies, TV series, Widgets, Showtime, 260+ channels and music) * Large wall closet in bedroom * Heating/Cooling unit inside both rooms * Cable TV connection in both rooms * Large Windows * Furnished * Desk * Queen sized bed * Floor lamp  * 2 ",2,1,2,2,618
49,15385,48401,513896,"Very, very cozy place","A home away from home.Its a very cute and charming. full size bed (sheets and towels included). VERY CLEAN  You are welcome to use the kitchen. Amazing stores, restaurants and cafes. Close to the river and to the Williamsburg bridge No smoking and no pets. Best location in Williamsburg - Brooklyn, first stop on the L, J,Z.M 10 to 15 min walk. Close to Bedford av. The apartment is overall a welcoming space. Small and charming. You will get a private room, my room is at the oposite end. Very comfortable kitchen and I will like  to keep it spotless at all time. Be ready to go up 4 floors. A good way to keep your legs in shape ;) For the most part ill be at the apartment while is rented. Williamsburg is one of the best places to be n Brooklyn. super cool vibe, amazing shops and restaurant just 10 to 15 min on the train to Manhattan.  Some days you don't even have to leave the neighborhood, It is a great place to hangout. L, J M and Z",1,1,1,1,676
50,15396,899817,513896,Sunny & Spacious Chelsea Apartment,"Modern, spacious, bright and well designed apartment in Chelsea/Midtown Manhattan close to everything & a great spot to explore the city!  Family-friendly space with great food shopping nearby.  Also very well suited for business travelers. Minimum rental period: +30 nights Available via phone, text, email to help with any questions you may have and happy to recommend restaurants etc. Explore Chelsea's thriving new gallery district, Midtown Manhattan shopping, museums, restaurants and nightlife. Excellent location for a NYC visit. Two Subway stops (A/C/E and 1/2/3 train lines) are within 1 block of the apartment. A variety of parking garages are nearby. Can not accept reservations more than 6 weeks in advance.",4,2,2,2,841
51,15711,215558,788749,2 bedroom - Upper East Side-great for kids,"This apartment is  perfect for families. A Queen bed in the master bedroom and a nursery with a crib (or toddler bed) and a full sized bunk bed. (Two- need to update the picture). The living room has a new couch that can be two Twin Beds or one slide into a Queen (no pullout frame!).  There is air conditioning in each room, TV in the living room and the master bedroom, and a full kitchen. Updated pictures are coming. Enjoy an excellent and much more reasonably priced and comfortable alternative to a New York City hotel. Our newly renovated 2 bedroom is located on the charming, tree lined, park block of 77th Street between York Avenue and John Jay Park -  right in the middle of the very safe, Upper East Side. The apartment is a 5th floor walk-up in a beautiful Historic Old World style building with a central courtyard. This apartment can sleep 6 people and a baby.  The apartment has high ceilings, 4 floor to ceiling windows  (lots of light) and hard wood flooring throughout. The master ",6,2,4,4,475
52,15729,851012,846823,Village Green,"Beautiful bedroom in a duplex house with large outdoor garden.  Located in Red Hook Brooklyn just a short walk to the water, great views of lower Manhattan and the statue of liberty.   NOTE: THIS LISTING IS FOR (1) PRIVATE ROOM YOU CAN RENT THE ENTIRE DUPLEX AS WELL in another listing.",4,1,1,1,770
53,16326,632008,788749,Comfortable 4-bedroom apt in family house.,"Spacious and clean four bedroom, two bathroom apartment. Beautiful, safe Brooklyn neighborhood. Close to Manhattan via Subway. The other apartment is me and my family. Brooklyn Vacation Rental for up to 8 people Vacation Rental Details: This apartment is in a 2 family house (the other apartment is me). We rent the apartment out as a vacation rental. It's a great way for tourists to visit New York City, and not have to pay hotel prices! APARTMENT DETAILS: - master bedroom (queen bed) - master bathroom - three bedrooms (full beds; all bedrooms are private and have windows, except for fourth bedroom, which is private, but has no window) - second full bathroom - Comfortable living room with two sofas, TV and DVD player - Kitchen equipped with dishes, silverware, pots & pans, stove/oven, dishwasher, microwave, coffee maker, toaster, fridge/freezer - Linens and towels included - no washer or dryer, but there is a laundromat one block away (they also do drop-off service for a reasonable price",8,4,4,4,375
54,16338,967732,846823,Double Room w Private Deck Clinton Hill Best Area,"I really I am looking for people who want to stay 3 to 6 months Lovely and quiet double room at the back of the apartment, with your private access to a tranquil deck, where there is room to work and relax.  Beautiful Block and close to Fort Greene park and train.  I have a cat so cat lovers are a plus. If you ask around anyone will tell you that the Fort Greene/Clinton Hill area of Brooklyn is one of the coolest neighborhood to be in. Lots of bars/restaurants. Lovely park and trees everywhere. Farmers market on saturday and much to do. Close to ALL the trains and buses.  My block is nice and quiet.   This is a two bedroom apt. You will have a private room  and share the bathroom and kitchen with me.  The apt has high ceilings and wood floors.   The Room opens onto a really cute deck that is also your own private space. There is a loft double bed suitable for a couple,  Also a double bed in the room if climbing up a ladder is not your thing.  Loft area becomes a great storage space for",2,1,2,2,264
55,16421,62453,788749,Your Heaven in Hells Kitchen,"Inexpensive getaway near Times Square and the theater district but far enough away to offer you a quiet, tranquil experience removed from the noise and the frey Charming, asian inspired two bedroom in the heart of the theatre district. Quiet and peaceful ground floor rear unit with a private deck/garden just off the living room. Short walk to Broadway, Central Park and all subway lines. Great for Broadway theatre enthusiast. You can just go out of the building and walk to all Broadway theatres! An endless choice of great restaurants can be had on 9th Avenue and the theatre district ""restaurant row"" on West 46th Street. WIFI internet is available. Continental breakfast included as are fresh towels.  Coin operated washers and dryers are available in basement of the building requiring quarters only.   Bed linens and towels are incuded. There is a coin operated laundry room in the basement of the building that guests can use. I have recently acquired a dog, a chihuahua mix. He is very frie",2,1,1,1,785
56,16458,935711,788749,Light-filled 2B duplex in the heart of Park Slope!,"Located in the heart of Park Slope, a safe, family neighborhood, we are right across the street from beautiful JJ Byrne Playground / Old Stone House and a short walk to the subway, Prospect Park, the Sunday farmer's market, Whole Foods, and incredible restaurants and bars. Our 2-bedroom, 2-bathroom duplex has amazing light, a rear balcony and a large south-facing roof deck. With toddler beds, a crib, a washer-dryer and plenty of space, our place is perfect for families. Our place is a relaxed and quiet refuge from the city! With two floors, incredible natural light, and lots of plants, we have plenty of space to accommodate families in comfort. The large master bedroom upstairs opens directly out onto the south-facing deck, where in season you can enjoy views of the Freedom Tower and Statue of Liberty while eating straight out of the garden! The open kitchen / living room area is perfect for hanging out, and opens to a north-facing terrace (think Rear Window) where you can drink your m",4,2,1,1,204
57,16580,848468,846823,"Sunny, Modern room in East Village!","This clean and very comfortable room in the East Village has spectacular views of downtown Manhattan and is a block away from Tompkins Square Park. Am always excited to share the space with guests! Thanks for taking a look. This listing is for 1 PRIVATE ROOM in a shared apartment. The room has a large queen size bed in a luxury duplex with a large private terrace. The Apartment: Just one block off Tompkins Square Park in an elevator building. The apartment is a large luxury 2-floor, 3-bedroom, 2-bath duplex in Alphabet City/ East Village and a short walk away from Lower East Side, West Village, SoHo, Noho, Chinatown, Little Italy, and the rest of downtown Manhattan! The Room: A large, bright room with a very comfortable queen-sized bed, AC, large closet, and spectacular views of lower Manhattan.  The Host: Friendly, creative female who loves to travel, write, make movies, listen to music, and meet new people! I've lived in the neighborhood for over 12 years and have lots recommendation",1,1,1,1,359
58,16595,183586,788749,LOFT HAVEN ~ Six Windows ~ Bricks ~ Plants ~ Quiet,"* Please inquire about availability before sending a request * Any kind of party/event is NOT allowed * Photo/film shoots: send your inquiry via Peerspace Bright and spacious full floor loft featuring a bedroom, hardwood floors, high ceilings, exposed brick, and six windows letting in plenty of light. A carefully arranged blend of modern, vintage, and mid-century furniture creates an eclectic and cozy ambience that makes you feel at home No elevator - Two flights of stairs - Street parking • Private bedroom with queen size bed • Two sofa beds in the living area (twin & full size) • Dining area with fully equipped open kitchen • Office area with two desks, cinema display, all-in-one printer • Wall unit with reading  nook • Home theater  (projector / screen / sound system) • Spacious wall closet • Clawfoot tub Nestled in historic South Williamsburg in a quiet and breezy area a stone's throw away from the East River and great views of Manhattan. Bedford Ave strip, Williamsburg Bridge, Dom",4,1,3,3,411
59,16821,101327,513896,Large Room in Amazing East Village Apt,"The apartment is among the best available in the lively East Village. It’s a second-floor walk up with a fire escape/terrace off the room, a large kitchen, spacious living room, large back deck with bbq, wi-fi internet, pressed-tin ceilings, amazing roof access, etc. It has a lot of character; very homey but spacious feeling with high ceilings, lots of artwork, plants, wood floors, exposed brick, etc. The apartment is among the best available in the lively East Village. It’s a second-floor walk up with a fire escape/terrace off the room, a large kitchen, spacious living room, large back deck with bbq, wi-fi internet, pressed-tin ceilings, amazing roof access, etc. It has a lot of character; very homey but spacious feeling with high ceilings, lots of artwork, plants, wood floors, exposed brick, etc. The access to grocery stores, laundry, restaurants, bars, theaters, liquor store, cinema, Tompkins Square Park, etc, is pretty unbeatable. In general, the rooms, location, and size of the ap",1,1,1,1,570
60,16974,715072,788749,SpaHa Loft: Enormous and Bright,"Our luxury loft occupies the entire second floor of an old warehouse with high ceilings, lots of windows, 4 bedrooms & 2 bathrooms. It's located next to a small park on a very quiet block. Supermarket is next door, and the subway five minutes away. ABSOLUTELY NO SMOKING! PLEASE NOTE RATE VARIES DEPENDING ON MONTH/SEASON AND IS BASED ON 4 PEOPLE. A SECURITY DEPOSIT IS REQUIRED, AND  THERE IS A $150 CLEANING FEE. AVAILABLE ALL YEAR! ALL UTILITIES & WIFI INCLUDED. CHECKOUT TIME IS 10:00 AM. Soak up the Latin beat of exciting SpaHa (Manhattan's Spanish Harlem) in this 2000+ square foot luxury loft taking up the entire second floor of an old warehouse that has been renovated with care. With 12ft ceilings, the custom windows let in tons of light.   The loft has four bedrooms (2 with queen beds, 2 with 2 twins).  In true loft fashion, the walls don't quite reach the ceilings, but it's great for families or groups of friends on an outing to New York, or maybe even looking for a place to settle",8,4,6,6,269
61,17037,116278,846823,Lovely EV Artist's Home,"I am happy to host responsible visitors as my guests.  I am careful to make sure it is the right match for my home- Perfect for one or a couple but not more. This is an especially personable EV apt- please read the full description.  If you are interested please introduce yourselves and tell me a little bit about your stay in the city.  This is my home and it is important for me to know who is making the reservation.  Thank you. A charming artist's home for responsible guests in a small friendly and safe building in the east village.   My lovely east village floor-through home is available for a responsible older couple or single (35+) looking for a clean quiet temporary apartment in the city.   It is beautifully furnished with designer furniture and family antiques. There are windows front and back of this typical railroad apt, with a sunny kitchen, and quiet bedroom with a new super comfortable plush firm full (double) mattress.  There is a desk with wifi ( w/small speakers and a las",2,1,1,1,623
62,17693,931311,788749,"HARLEM, NEW YORK WELCOMES YOU!!","Our home is unique simply because we've kept the old school art deco style, and added our own personality to it, loads of color, high ceilings and just an overall feel of being home, but surrounded by beautiful unusual pieces on the walls, collected over the years living in beautiful NYC ❤ Our long passage way gives you the privacy you need but the security of knowing we're close by if you need anything! The room is a nice size and as a bed, wardrobe, dresser and amenities such as coffee machine and kettle! Bathroom is next door to your room so no fussing about in the night trying to find it lol And we keep our home clean and tidy! Hope to see you soon  Our guests can reach us, if we're not wind by phone or text, were always here to help! Conveniently located in Harlem next to C train,(155 St stop) and minutes away from 1 train, buses in all directions, Yankee stadium just 10 minutes away for those of you who love baseball, and for those who are food fanatics, you're in the right place",2,1,1,1,436
63,17747,44957,846823,BLUE TRIM GUEST HOUSE,"A well-loved guest room in a bright, spacious flat: our family home of ten years, a nurturing destination for global travelers. Over tea, coffee or whisky (as your schedule goes), we'll get acquainted with one another's laughter and lives at a dining table which enjoys sweeping views of the city. We're respectful of boundaries and hope only to be of help while you're here. The layout of the apartment provides spaciousness, as the guest room pairs with a full private bathroom to form a distinct and sunny 'wing' for your quiet relaxation. Your windows face the rising sun, and blackout shades installed ensure a good night's rest no matter how sensitive to light you may be as a sleeper. There's ample closet and drawer space, electrical outlets within easy reach. As a launchpad to the larger city, we're perfectly positioned between JFK airport and Manhattan, making arrival a breeze, and exploration a joy. But you won't need to go far to find out why Brooklyn has a global reputation. If ques",2,1,1,1,699
64,18127,854755,513896,Charming East Village One Bedroom Flat,"Your relaxing holiday escape in the East Village awaits you!  Recently renovated, this uniquely warm space is more bright, clean, and equipped with both modern fixtures and historic charm with high ceilings, exposed brick, and wood floors. This block of East 7th Street, in the East Village Historic District, was featured in the NY Times in December 2010, check out the article to see some of the great establishments right outside your door.  Just search on your favorite browser for ""Clever Young East Seventh Street NY Times."" This clean, recently renovated, charming apartment has a full size living room, large separate bedroom, small but practical, clean modern kitchen and a nice new bathroom. The space is immaculate, very well heated, renovated, modern, and extremely well kept. High ceilings, lots of light (south facing), wood floors, thoughtful lighting with dimmers, exposed brick, plenty of closet space, cleaning service, and free reliable wifi. The apartment is nicely furnished and ",2,1,1,1,559
65,18195,816440,846823,King of Queens w/ Private Bathroom,"Updated, modern 3 bedroom, 2 bathroom apartment. Very spacious room including large closet, private bathroom and shower. Large Master Bedroom with private bath in a 3 bedroom/ 2 bathroom apartment. The room is (16ft x 12ft) with refinished floors and a new luxurious private bath! PLEASE CAREFULLY READ THROUGH ALL OF THE INFORMATION BELOW, BEFORE SENDING AN INQUIRY. The room sleeps 2 and belongs to a very spacious 3 bedroom/2 bathroom apartment in Woodside (Queens). We provide wireless internet access, as well as clean sheets and towels. The room is equipped with a queen size bed, air conditioner, TV, closet, desk, night stands, reading lamps and alarm clock.  You are more then welcome to make use of our spacious living room and, if you like cooking, of our newly renovated kitchen. Please note, that you would be sharing these common areas with us.  A quiet and safe neighborhood, Woodside is only a 20 min. subway-ride away from Midtown Manhattan. Right next to the Woodside/61 st subway s",2,1,1,1,704
66,18198,660998,788749,Little King of Queens,"This bright & sunny bedroom is in a shared 3 bedroom, 2 bath flat in a quiet neighborhood 7 minutes from the subway. The room has two large southern-facing windows facing the park across the street. Includes a full size bed, tv, closet, desk & chair. This is a small bedroom in a large, quiet, newly renovated apartment. The bedroom is in the front of the apartment, far away from the other 2 bedrooms and bathrooms.  PLEASE CAREFULLY READ THROUGH ALL OF THE INFORMATION BELOW, BEFORE SENDING AN INQUIRY. The room sleeps 2 and belongs to a very spacious 3 bedroom/2 bathroom apartment in Woodside (Queens). We provide wireless internet access, as well as clean sheets and towels. The room is equipped with a full size bed, air conditioner, TV, closet, dresser, night stand, reading lamp and alarm clock.  You are more then welcome to make use of our spacious living room and, if you like cooking, of our newly renovated kitchen. Please note, that you would be sharing these common areas with us.  A q",1,1,0,0,314
67,18590,353990,846823,Fort Greene Retreat on the Park,"Stay in my bright guest bedroom, with use of your own private bathroom, in a beautiful, shared, 1750 square foot (163 square meters), sun drenched, loft-like apartment on the 4th floor (walk-up) of a Brooklyn Brownstone overlooking Fort Greene Park. This is a private bedroom with exclusive use of a hallway bathroom in a shared apartment. The apartment is on the 4th floor (walk-up) of a historic Brooklyn Brownstone fronting Fort Greene Park. It has an open kitchen with a large butcher block island ideal for cooking with friends, and a private planted roof deck to enjoy early morning coffee or an evening glass of wine, all located in historic Fort Greene, one of Brooklyn's best neighborhoods! The bedroom is cozy, with plenty of room for singles or couples, with both short-term and medium-term availability, and is only a short train ride to Manhattan - 1 stop on the Q/B, 2 stops on the F, or 4 stops on the C - and walking distance to the Brooklyn Bridge. I've lived in the neighborhood for",2,1,1,1,498
68,18728,253797,788749,Beautiful Meatpacking District Loft!,"Amazing loft in the Meatpacking District. The hottest neighborhood in NYC! Enjoy your own 1,100 square foot space within a 2,600 sq ft, two floor loft. Doorman, building, full sized bed (fits two) with true mattress and box frame (not an uncomfortable, thin, sleeper sofa mattress). Can sleep third guest on large sectional sofa, shared kitchen. Guests enjoy exclusive use of two bathrooms. The High Line starts just a few minutes away from our building. The neighborhood is lively and features some of the best restaurants, bars, clubs and stores in Manhattan. The Hudson River Park is ten minutes away; it's a great place to walk, run, picnic or just sit in, relax and people watch. The Chelsea Market is within two blocks of our home. Some of the most picturesque parts of the West Village are within a five minute walk of us. The 14th Street stop for the A,C,E and L subway lines is on the far corner of our block, about a five minute walk from the loft. Many additional subway lines are within a",3,1,1,1,817
69,19159,134069,788749,Spacious luminous apt Upper West NYC,"1000sq feet: master bedroom-large studio with a sofa bed-dining-kitchen-bathroom Facing South West over the Hudson River: the light is really beautiful The apartment is across the street from Riverside Park and its Olympic swimming pool & gymnasium ( only $5  fee), running truck  Fairway market for good healthy food Train 1-red line one block away, B&D trains 10 minutes walk Cleaning during long term reservation by my trusted housekeeper is not included and not obligatory but highly recommended If you're looking for the perfect, luminous and calm getaway in the heart of NYC, then this Riverside Drive apartment is the perfect choice for you. Approx. 1000sq feet, one master bedroom plus a large studio with a sofa bed, dining room, kitchen (dishwasher, large fridge and microwave), marble and tile bathroom. Laundry room in the basement. Facing South West over the Hudson River: the light is really beautiful. It's across the street from Riverside Park and its Olympic swimming pool, gymnasium",3,2,2,2,705
70,19169,611315,846823,Entire 2 Bedroom - Large & Sunny,"Entire bright and sunny 2 bedroom apt in super charming neighborhood in downtown Manhattan. VOTED #1 NEIGHBORHOOD IN MANHATTAN! MONTHLY BOOKINGS WELCOME Entire 2 Bedroom Apartment located in the Lower East Side of Manhattan on Ludlow and Broome Street. A very charming & vibrant  neighborhood.  This is a very large & sunny NYC apt. Bright & Sunny....windows in every room!   Fabulous location, in the center of the action but nestled on a quiet block.  Located in the most vibrant & hip neighborhood in NYC. Steps away from the new Essex Market/Essex Crossing, Barrio Chino, Waypoint Cafe, Bacaro, Dirty French, Mr Purple, Katz's Deli and tons of great boutiques, galleries & cafes. The hip new Ludlow Soho House also opened 2 blocks away.  Best new movie theater in NYC 1-block away: Regal Essex Crossing and super hip indie theater Metrograph just down the block. Trader Joe's Super Market and Target are a few blocks away. Pretty much everything you need within 5 blocks. Full service laundromat ",4,2,2,2,798
71,19282,953220,788749,"Sunny, Spacious Top Floor Haven","A true GEM in Prospect Lefferts Gardens, welcome to our perfectly situated, peaceful top floor apartment right across the street from the best park & amenities in the city! This is a 1200 sq. foot 2 bedroom, 2 bathroom apartment located in a lovely pre-war well-maintained building.  With Pull-out Sofa couch and state of the art custom designed loft bed this apartment can sleep comfortably up to 6 adults or 4 adults and 4 children! Perfect summer-in-the-city oassis for families! Welcome to a real New York Gem!! *** This is a large 2 bedroom, 2 full bathroom APARTMENT with the use of one large bedroom , and queen sofa bed pull out in partitioned living room. (this is NOT a share. it is private, autonomous apartment) Foyer, dining room, living room and LOTS of windows.  Spacious, sunny, beautiful apartment with arched entrance ways, inlaid bookshelves and other classic details. 11 windows in total with 3 directional views ... sky and tree tops all around. One block from the lovely Parksid",4,1,2,2,288
72,19601,935711,513896,perfect for a family or small group,"Visiting NYC with your family? Friends coming to visit? In town for a wedding?  Our spacious and ecletically decorated duplex comfortably sleeps 5 but can accommodate 8.  Near every subway and great for walking tours.  Read the impeccable reviews! Enjoy the serenity and charm of historic of Brooklyn Heights in our spacious duplex .  We are one subway stop from Manhattan or you can walk over the Brooklyn Bridge.  Explore trendy neighborhoods such as DUMBO and Cobble Hill.  The newly opened Brooklyn Bridge park provides a spectacular view of the NY skyline.  Walk to the taxi ferry.  We're about 10 mins by subway  from the Brooklyn Museum and Brooklyn Botanical Gardens.  There are also many Citibike stations nearby. People often comment that once you are inside our apartment, you feel like you're in a house. On the ground floor is a kid's bedroom (with one bed but we have an extra mattress so two could sleep there), playroom (could sleep two if necessary), two full baths and a guest room ",8,3,3,3,971
73,20300,922204,846823,Great Location for NYC,"Specious bed room with queen bed in convenience location new East Village & Union Square. I have extra bed room near East Village & Union Square area. Convenience to get around town since all the subway is right at the doorstep. Great special living room and kitchen.  laundry room in the building cafe in the building The East Village is a diverse neighborhood with a vibrant nightlife which lies north of the Lower East Side and south of Stuyvesant Town. At one point, the East Village was considered to be a part of the Lower East Side, but then started to break away as its own unique neighborhood during the 1960’s. The area has forever attracted individuals like artists, musicians and students who have revolutionized this part of lower Manhattan. L train + 4, 5, 6, N, & R at Union Square  as well as the M15 and M23 buses.",2,1,1,1,352
74,20717,580368,513896,Room in Brownstone B/Q feet away,"Clean and comfortable room in our spacious brownstone. Ground floor entrance with subway B,Q  across the house. We recommend Tom's restaurant for breakfast and Sushi at Geido for diner. Owners speak English & French and live on upper floors. We welcome you on the ground floor of our brownstone. The room has a shared entrance and shared access to the garden. The bathroom is shared with another room. Prospect Heights is a quiet and residential neighborhood. the room gives on a quiet back garden, a nice contrast from the intensity of Manhattan.  Great location! One of the most attractive feature is the proximity of the subway litteraly across the house. 4 lines, the B, Q at 7th avenue and a one minute walk to the 2,(email hidden) Plaza. All lines will bring you directly to Manhattan. We are 15 minutes away from Wall Street and 20 minutes away from Time's Square. Ground floor access, shared kitchen for guests, garden access in the smaller room. I will be there to welcome you and available ",2,1,1,1,711
75,20724,643711,846823,Sunny room+Pvte office in huge loft,"FOR RENT is 400sqf brand new renovated room cosy and intimate. + a large private office in a separate room. FULL OF LIGHT 3 skylights with 2 with a direct view on the city. Furnished with a desks drawer+rack for clothes, and a queen size bed. FOR RENT is 400sqf brand new renovated room cosy and intimate. FULL OF LIGHT 3 skylights with 2 with a direct view on the city. Furnished with a desks drawer+rack for clothes, and a queen size bed.  it is a very spacious s2pace, ideal for live/work, visiting artist, creative professionals...  Next to the room is also a private 250sqf office space with 2 desks, chairs, a couch and shelves. AND a private access to a gigantic rooftop  The rom is party of a giigantic space in a big art studio located in Bushwick/east Williamsburg .  couple of blocks from Flushing or Myrtle JMZ, 10min from Morgan L, 15 from Flushing G train.  20min ride to union sq / 15min to Lower East side / 10min to Bedford(williamsburg) Delis and 24h laundry around the block, bars ",1,1,1,1,354
76,20734,403407,788749,Spacious Prospect Heights Apartment,"Bright, spacious apartment in Prospect Heights Brooklyn. Vibrant neighborhood filled with restaurants, shopping and nearby transportation. Unwind in peacful comfort after exploring the best that NY and Brooklyn have to offer. Minutes by train to NYC Floor thru apartment in Prospect Heights Brooklyn.  Many amenities are provided for your comfort. Closet space is abundant. The bedroom has a queen sized bed and the living room has a double sofa bed. Access to the apartment is through the building front entrance at the top of a staircase and one flight up. Sean and Lynette will be your hosts for your stay Prospect Heights Brooklyn. We are owner occupied and live in the ground floor apartment with our daughter. Our neighborhood is vibrant and fun. Our building is peaceful and welcoming. You can reach us by email, cell phone and text message if we are not on the site. We will do our best to ensure that your stay here is one to fondly remember. The building is close to trains and buses, and a",4,1,1,1,376
77,20755,701007,846823,"Large Parlor Room, Landmark Home 1 block to PRATT","The room is a converted parlor room, separated from the rest of the house by 4 sliding frosted glass doors behind 2 sets of curtains. There is a Queen size bed, a wardrobe, a desk and chair, a pair of occasional chairs and a large and heavy safe (the sliding doors do not lock). The private bath is newly renovated (January 2019) with stone and porcelain subway tiles, a rainfall shower-head and a roomy shower area. The sink and vanity cabinet offer plenty of storage. There are hardwood floors and historic details throughout the house, a pretty fireplace (non-working) and a large window overlooking a private balcony to the backyard. The shared kitchen is large with a center island stool seating for 4, bistro seating for 4, stainless steel appliances including a dishwasher.  The house is a 3 bedroom, 3 bath landmark two family brick home on a vibrant and safe block of Clinton Hill, Brooklyn. Transportation is nearby as the house is around the corner from the G-train at Clinton-Washington a",3,1,2,2,705
78,20853,377852,846823,2-bed brownstone duplex + garden,"My apartment has been called cozy, warm and comfortable.  It's updated, spacious apartment located in a popular Brooklyn neighborhood. Great for spending time at home, but close to restaurants, bars, shops and transportation, too. I believe that I'd found the perfect location and neighborhood when I bought and renovated this 2-family brownstone in 2004. The House ------------- As a visual artist, natural light is very important to me, and I find traditional brownstones to be dark. So I had a gut renovation and added large picture windows to make the space open, bright and airy.  The renovation also included the complete update of all electrical, plumbing and heating systems. Central air conditioning was added, too. The upstairs consists of the living room (with the large, north-facing picture window, overlooking the backyard garden below), the kitchen that's open to the living room with stone counter tops, modern appliances, and gas range, and a dining room/office in the front of the h",4,2,3,3,557
79,20913,61270,846823,Charming 1 bed GR8 WBurg LOCATION!,"Two blocks from the subway and SO close to the famous Williamsburg ""hipster"" scene, this cozy, private apartment is perfect for a couple looking to experience all NYC has to offer and still go home to a safe, quiet place of their own. Hello traveler!  I am constantly leaving town and would love to share my beautiful furnished apartment in South Williamsburg! My schedule is always changing, so email me and we'll figure something out! The rate is as follows: $110/night for two people. Each extra person is $15 extra per night.  The bedroom is of moderate size with a VERY comfortable full size bed and access to a fire escape, overlooking the tree-lined street. The closet in there won't be available for your use, but the large living room closet will be available to you. The kitchen is well-equipped for any cooking needs you may have, and you are more than welcome to use any condiments and spices you find. You also have access to my window herb garden! I just ask you water the plants once e",2,1,1,1,975
80,21293,742464,513896,Sunny Apartment in Artist Home,"Sunny, fully furnished, private apartment in artist's building. The space is decorated with contemporary art made by your host. Bushwick is a thriving artist community with so many great art galleries, cafes, restaurants and bars. Your hosts runs an art gallery next door. Our pad is easily accessible by bus and subway. Beautiful, sunny apartment with separate bedroom. Wood floors in the living room and bedroom. Large, full kitchen. Even the bathroom gets direct sunlight.  The space is uncluttered spacious, only art made by host hangs from the walls. The furniture is also very unique, either collected antiques or hand made by an artist.   There is a queen size bed in the bedroom and a full size futon in the living room. The bed has a custom-made, artistic, steel headboard by Tripoli designs, your host. This is a great place to stay if you're looking for grass-roots art and music and cool places off the beaten track. We are located in Bushwick, home to a thriving arts community. We are w",4,1,2,2,387
81,21456,623410,513896,Light-filled classic Central Park ,"An adorable, classic, clean, light-filled one-bedroom apartment with windows in each room that overlook the courtyards of historic row-houses.  A great retreat after a day exploring the city...and one block from lovely Central Park!   An adorable, classic, clean, light-filled one-bedroom apartment with windows in each room that overlook the courtyards of historic row-houses.  A great retreat after a day exploring the city...and one block from lovely Central Park! There is a livingroom/diningroom with a comfy click-clack futon couch that folds into a queen-size bed, and a separate, light-filled bedroom with a full-size bed.   The apartment has a complete, yet small kitchen and a clean bathroom with a bathtub.  Hot water is plentiful, the toilet well-functioning! It is a 3rd floor walk-up. (no elevator/lift) Free wireless internet.   The neighborhood is diverse, quiet, near transportation. Within walking distance of the Cathedral of St. John the Divine and Columbia University.    Great f",2,1,1,1,569
82,21644,786746,513896,"Upper Manhattan, New York","A great space in a beautiful neighborhood- minutes from Columbia University! Nice room in a spacious pre-war apartment in uptown manhattan.  The apartment's living and dinning rooms sit on Broadway and get lots of sun light.  The apartment is 3 train stops (7 minutes) from Columbia University, and there's a great energy in the neighborhood.  The room is in excellent condition with a great orthopedic bed, and there's also a futon sofa available.  The neighborhood is eclectic- safe to be outside anytime of day or night! guest will have access to the common living quarters of the house as well- living room, dinning room and kitchen.  The neighborhood has an excellent new pub as well as nice restaurants and 24hr deli's that deliver.  Papa John, domino's, KFC and a host of fast food places are blocks away. I am available to serve as a resource to my guest. I love that the neighborhood is safe to walk anytime of the day, or night.  The neighborhood is also vibing with great energy.  Also, th",1,1,0,0,213
83,21794,803002,788749,COZY QUIET monthly room 4 DOOGLERS!,"Private, quiet and comfortable room with a loft bed & a chaise lounge, work desk, fresh white bed linens & comforter along with plush white bath towels, extra blankets, TV, DVD player, cable, wireless wifi, a small fridge, iron & board & Keurig Coffee maker. Air conditioning in summer. Ask about monthly discount  Search engine G people (Interns, DOOGLERS, Greyglers & regular G’s) LOVE to stay here during their 3 month internships. Just pop out of bed & run across the street to work. This is the smaller room of the two I have available in my apartment located by the front door of the apartment for easy coming and going. The room has a loft bed and a chaise lounge, a desk, fresh white bed linens & comforter, towels, extra blankets, TV, DVD player, cable, wireless wifi, fridge, iron, ironing board and hair dryer.  An additional folding  twin bed is available upon request. It faces the back of building with a window and is completely private. You can literally walk in the apartment and ope",2,1,1,1,215
