id,listing_url,name,summary,space,description,city,state,country_code,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,weekly_price,monthly_price,HostId
25235,https://www.airbnb.com/rooms/25235,Large 2 Bedroom Great for Groups!,"Beautiful 2 Bedroom Apartment, Great for Groups as large as 7.  Fully restored Apartment in a Brooklyn Brownstone.  Conveniently located 4 blocks from the Express train into the city.  All the features of home, make your meals in the equipped kitchen then relax in the large living. The Brownstone is located in the Stuyvesant Heights, Brooklyn a beautiful neighborhood rich in history and culture.  Please review all guest info after booking. Key entry, directions and a guide are available :-)","Welcome to The Stuydio SPEND YOUR HOLIDAYS IN NYC! MODERN TWO FULL SIZE BEDROOMS THIRD FLOOR OF BROWNSTONE  This space has been featured in The New York Times, San Francisco Chronicle, and Bloomberg Financial. Our large two bedroom apartment is located inside a restored Brownstone.  Very Large Space, 1000sqft!  From the moment you walk in the Brownstone you are swept away by the rich colors and the old world charm. Your modern apartment has all the features of home.  You can make your meals in the full kitchen, relax in the large airy living room, take in a nice soak in the jetted tub and just be happy on your VACATION!   The Brownstone is set on a historic tree lined block in Stuyvesant Heights, Brooklyn. Come on you know you want to give your vacation the finishing touch, join us! We are a 15 min. subway ride into Manhattan and three stops from the Barclay's Center and Atlantic Terminal, Century 21 (shopping) WHAT DO YOU GET... *Beautiful Fully Private Apartment *Two Bedrooms *Four B","Beautiful 2 Bedroom Apartment, Great for Groups as large as 7.  Fully restored Apartment in a Brooklyn Brownstone.  Conveniently located 4 blocks from the Express train into the city.  All the features of home, make your meals in the equipped kitchen then relax in the large living. The Brownstone is located in the Stuyvesant Heights, Brooklyn a beautiful neighborhood rich in history and culture.  Please review all guest info after booking. Key entry, directions and a guide are available :-) Welcome to The Stuydio SPEND YOUR HOLIDAYS IN NYC! MODERN TWO FULL SIZE BEDROOMS THIRD FLOOR OF BROWNSTONE  This space has been featured in The New York Times, San Francisco Chronicle, and Bloomberg Financial. Our large two bedroom apartment is located inside a restored Brownstone.  Very Large Space, 1000sqft!  From the moment you walk in the Brownstone you are swept away by the rich colors and the old world charm. Your modern apartment has all the features of home.  You can make your meals in the f",Brooklyn,NY,US,United States,Apartment,Entire home/apt,6,1.0,2.0,4.0,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",$125.00,$975.00,"$3,500.00",701007
25406,https://www.airbnb.com/rooms/25406,"Modern Brooklyn Apt., August sublet","Seeking responsible and considerate sublet tenant for 1 month (Aug 1–Sept 3). Asking $3000/month—that's only $100/day—a RARE FIND for all this! All utilities, including wifi and cable, are included.","Don't think of this modern 1-bedroom apartment as a stranger's residence; it feels more like a suite in a small boutique hotel — even though it's actually my home when I'm not traveling on research assignments as a travel writer. (I won't seem like a stranger once we connect.)  This clean and well-maintained ""suite"" is stylish, yet comfortable (it has actually been a set for TV, film, and commercials), and is fully-equipped with wireless Internet, a state-of-the-art home entertainment system, and plenty of kitchen gadgets at your disposal if you are culinarily inclined. Oh, and the queen-sized bed and jacuzzi-fitted tub are quite lovely too. Adding to the convenience are washer/dryer, iron, garment steamer, and a dishwasher. Also, the sofa in the living room pulls out to a full-size bed, so the entire suite can sleep up to four comfortably. The accommodation is in Williamsburg, Brooklyn, New York City's popular trendy enclave for artsy and foodie types. And because it is away from the ","Seeking responsible and considerate sublet tenant for 1 month (Aug 1–Sept 3). Asking $3000/month—that's only $100/day—a RARE FIND for all this! All utilities, including wifi and cable, are included. Don't think of this modern 1-bedroom apartment as a stranger's residence; it feels more like a suite in a small boutique hotel — even though it's actually my home when I'm not traveling on research assignments as a travel writer. (I won't seem like a stranger once we connect.)  This clean and well-maintained ""suite"" is stylish, yet comfortable (it has actually been a set for TV, film, and commercials), and is fully-equipped with wireless Internet, a state-of-the-art home entertainment system, and plenty of kitchen gadgets at your disposal if you are culinarily inclined. Oh, and the queen-sized bed and jacuzzi-fitted tub are quite lovely too. Adding to the convenience are washer/dryer, iron, garment steamer, and a dishwasher. Also, the sofa in the living room pulls out to a full-size bed, so",Brooklyn,NY,US,United States,Apartment,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Shampoo}",$80.00,,,369024
25696,https://www.airbnb.com/rooms/25696,"1,800 sq foot in luxury building",,"The apartment has 3 bedrooms/2 baths. I live in the master bedroom with ensuite bathroom. The second bedroom is occupied full time by my friend Vanessa. You will share the bathroom with her. She is very clean and neat. On the weekdays she will need the bathroom from 6am -8:15am to ensure she can be at work on time. There ia a very friendly cat. If you are allergic or just not cat lovers, this may not be the best fit.  There is one available bedroom for rent. The room can hold up to 2 guests.  There is a free gym in the building, on the same floor as the apartment. There is also roof space for grilling. You will have full access to the kitchen and living room which has a large flat screen television with cable, wireless internet. 24 hour doorman/security. Bed is a double bed. There is access to a washer and dryer on each floor. The washer and dryer in the apartment are off limits to guests. The apartment is just four blocks away from the 2/3 express train which links up to just about ev","The apartment has 3 bedrooms/2 baths. I live in the master bedroom with ensuite bathroom. The second bedroom is occupied full time by my friend Vanessa. You will share the bathroom with her. She is very clean and neat. On the weekdays she will need the bathroom from 6am -8:15am to ensure she can be at work on time. There ia a very friendly cat. If you are allergic or just not cat lovers, this may not be the best fit.  There is one available bedroom for rent. The room can hold up to 2 guests.  There is a free gym in the building, on the same floor as the apartment. There is also roof space for grilling. You will have full access to the kitchen and living room which has a large flat screen television with cable, wireless internet. 24 hour doorman/security. Bed is a double bed. There is access to a washer and dryer on each floor. The washer and dryer in the apartment are off limits to guests. The apartment is just four blocks away from the 2/3 express train which links up to just about ev",New York,NY,US,United States,Apartment,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Gym,""Pets live on this property"",Cat(s),Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Paid parking on premises""}",$100.00,,,83545
26012,https://www.airbnb.com/rooms/26012,Sunny 2-story Brooklyn townhouse w deck and garden,"Our home is a beautifully renovated, bright and sunny house in a great Brooklyn neighborhood. The duplex layout includes a large open kitchen, living room and entry foyer, 3 bedrooms upstairs with master bath, a large deck and peaceful backyard -- plus we're close to great shops, parks, and cultural attractions.","The downstairs space includes the entry foyer, living room with working fireplace and bathroom, plus a large and sunny chef's kitchen with large dining area. Our large backyard has a large open grass area, artist studio/shed, and garden. A large sunny deck off the kitchen is great for outdoor meals. There is a washer/dryer, dishwasher, and wireless internet. We have a 7 year old and a 10 year old so the house is perfect for families. We have a bunk bed and toys, plus 2 double/Queen beds in the other upstairs bedrooms.","Our home is a beautifully renovated, bright and sunny house in a great Brooklyn neighborhood. The duplex layout includes a large open kitchen, living room and entry foyer, 3 bedrooms upstairs with master bath, a large deck and peaceful backyard -- plus we're close to great shops, parks, and cultural attractions. The downstairs space includes the entry foyer, living room with working fireplace and bathroom, plus a large and sunny chef's kitchen with large dining area. Our large backyard has a large open grass area, artist studio/shed, and garden. A large sunny deck off the kitchen is great for outdoor meals. There is a washer/dryer, dishwasher, and wireless internet. We have a 7 year old and a 10 year old so the house is perfect for families. We have a bunk bed and toys, plus 2 double/Queen beds in the other upstairs bedrooms. We live in the upstairs duplex with access to the yard and a large sunny deck. We have a rental apartment on the ground floor which has a separate entrance and a ",Brooklyn,NY,US,United States,Townhouse,Entire home/apt,6,2.0,3.0,3.0,"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}",$200.00,"$1,800.00",,489826
26362,https://www.airbnb.com/rooms/26362,"Times Square, Safe, Clean and Cozy!",Confortable and cozy. Amazing memory foam mattress. Room is small but has closet available. Perfect  location to explore NYC by foot. Walk distance to many of Manhattan main sightseeing  attractions,"   The apartment has a kitchen and two bedrooms, one with a full size bed, and one with a queen lofted bed.  There are huge windows, which provide great sun light! The shower and sink are inside the apartment and the toilet is conveniently located outside the apt in the hallway, and is exclusively for the use of this apt.  The kitchen is equipped with a stove, silverware, microwave, coffee maker, blender, two Televisions, two Air Conditioners and a very comfy leather sofa.  There is a fast connection to the internet with WIFI throughout. The kitchen can be used to cook breakfast only, and is available to eat lunch and dinner, but not to cook these meals in.  However, the Microwave is always available! The apartment is in New York City's Best Location, right in the heart of it all, only steps to the famous Times Square and theater district. Times Square is a major commercial intersection in Midtown Manhattan, New York City, USA, at the junction of Broadway and Seventh Avenue and stretch","Confortable and cozy. Amazing memory foam mattress. Room is small but has closet available. Perfect  location to explore NYC by foot. Walk distance to many of Manhattan main sightseeing  attractions    The apartment has a kitchen and two bedrooms, one with a full size bed, and one with a queen lofted bed.  There are huge windows, which provide great sun light! The shower and sink are inside the apartment and the toilet is conveniently located outside the apt in the hallway, and is exclusively for the use of this apt.  The kitchen is equipped with a stove, silverware, microwave, coffee maker, blender, two Televisions, two Air Conditioners and a very comfy leather sofa.  There is a fast connection to the internet with WIFI throughout. The kitchen can be used to cook breakfast only, and is available to eat lunch and dinner, but not to cook these meals in.  However, the Microwave is always available! The apartment is in New York City's Best Location, right in the heart of it all, only step",New York,NY,US,United States,Apartment,Private room,1,0.5,1.0,1.0,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Hot tub"",""Buzzer/wireless intercom"",Heating,Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""Host greets you""}",$59.00,,,475948
26520,https://www.airbnb.com/rooms/26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",,"rent a room in a brick house rather than just an apartment... large (22' x 18') furnished room available in 4 br/2ba 3+ floor brownstone on vibrant safe landmark block of clinton hill brooklyn, 2 blocks from pratt institute around the corner form the g-train @ clinton-washington and 3 blocks from the c-train @ clinton-washington, 2 blocks from dekalb avenue restaurant and services and 2 blocks from choice market, 12 min walk to fort greene park, 15 min walk to BAM (brooklyn academy of music)  bedroom furnished with a double/full size bed, wardrobe closet, two chest of drawers, nightstand, ceiling fan and a sofa that opens to a full size bed includes all utilities as well as wireless internet, washer/dryer and every other week cleaning service of common areas.  bedroom is on the top floor of the house (each bedroom is on its own floor) and features wood flooring, and two windows that face a courtyard and get a nice amount of light house features a large eat in kitchen with a cafe table ","rent a room in a brick house rather than just an apartment... large (22' x 18') furnished room available in 4 br/2ba 3+ floor brownstone on vibrant safe landmark block of clinton hill brooklyn, 2 blocks from pratt institute around the corner form the g-train @ clinton-washington and 3 blocks from the c-train @ clinton-washington, 2 blocks from dekalb avenue restaurant and services and 2 blocks from choice market, 12 min walk to fort greene park, 15 min walk to BAM (brooklyn academy of music)  bedroom furnished with a double/full size bed, wardrobe closet, two chest of drawers, nightstand, ceiling fan and a sofa that opens to a full size bed includes all utilities as well as wireless internet, washer/dryer and every other week cleaning service of common areas.  bedroom is on the top floor of the house (each bedroom is on its own floor) and features wood flooring, and two windows that face a courtyard and get a nice amount of light house features a large eat in kitchen with a cafe table ",Brooklyn,NY,US,United States,Townhouse,Private room,3,1.0,1.0,2.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}",$125.00,$898.00,"$1,898.00",365876
26559,https://www.airbnb.com/rooms/26559,Beautiful Apartment East Village,,"PLEASE CONTACT ME BEFORE YOU BOOK. THANK YOU. I AM A LITTLE FLEXIBLE WITH DAYS EITHER SIDE OF THE DATES  ON THE CALENDAR.....  Sunny two room apartment with beautiful wood floors. There is also  a kitchen area  and additional sleeping area . $135 per night for ONE, but it can sleep two as there is a queen size bed. Situated just off  pretty Thompkins Square Park in the East Village. Lots of  cute shops, restaurants (specializing in gourmet and international cuisines), cinemas,coffee shops, jazz clubs and bars in the area. 10 minute walk to Union SQ. My cosy home has Wi-Fi, (but its slow!) , fan/airconditioner, heat, towels and  linens. NO TV!  I prefer ONE person but two may be possible, ( bed is queen size) Subway, 6, F, L, N, R  close. M8 crosstown bus stops outside on weekdays. Easy access to all major attractions in the city. The apartment is on the  top (fourth) floor walk up and the building has a back garden.  THIS IS FOR THE WHOLE APARTMENT  NO LIFT IN BUILDING NO SMOKING HOUSE","PLEASE CONTACT ME BEFORE YOU BOOK. THANK YOU. I AM A LITTLE FLEXIBLE WITH DAYS EITHER SIDE OF THE DATES  ON THE CALENDAR.....  Sunny two room apartment with beautiful wood floors. There is also  a kitchen area  and additional sleeping area . $135 per night for ONE, but it can sleep two as there is a queen size bed. Situated just off  pretty Thompkins Square Park in the East Village. Lots of  cute shops, restaurants (specializing in gourmet and international cuisines), cinemas,coffee shops, jazz clubs and bars in the area. 10 minute walk to Union SQ. My cosy home has Wi-Fi, (but its slow!) , fan/airconditioner, heat, towels and  linens. NO TV!  I prefer ONE person but two may be possible, ( bed is queen size) Subway, 6, F, L, N, R  close. M8 crosstown bus stops outside on weekdays. Easy access to all major attractions in the city. The apartment is on the  top (fourth) floor walk up and the building has a back garden.  THIS IS FOR THE WHOLE APARTMENT  NO LIFT IN BUILDING NO SMOKING HOUSE",New York,NY,US,United States,Apartment,Entire home/apt,1,1.0,1.0,1.0,"{Wifi,""Air conditioning"",""Buzzer/wireless intercom"",Heating,Shampoo,Hangers,""Hair dryer"",Iron}",$140.00,$910.00,"$3,500.00",290993
26785,https://www.airbnb.com/rooms/26785,Park Slope Green Guest House,"PLEASE INQUIRE BEFORE BOOKING! A private ""Studio Plus"" apt. that's cozy and light in Brooklyn's best area. Includes utilities, cable TV, Wifi, computer, fully stocked kitchen and more.  We rent the space monthly and prefer guests to book from the 1st of the month to the end of the month (or multiple full months). However, depending on circumstances, it may be possible to check in or out in the middle of any given month. PLEASE DO NOT BOOK WITHOUT FIRST INQUIRING about details and possibilities!","Dear Guests, We are a Green Guest House. We cater to the chemically sensitive, allergic, and/or environmentally concerned guest. We recycle and use resources responsibly.  Our guest house is a one flight walk up. It is a private apartment in our 2-family home. The unit is not shared with any other guests. We are frequently available to answer questions, give directions/advice and even act as ""concierge"". The space consists of a full kitchen, bathroom with shower and claw foot bathtub, living room with pull out couch & dining table, and a separate sleeping alcove. For longer term stays it is best for 2 people, but can accommodate a child and other adults on a short term basis.  We are located in the very popular Brooklyn neighborhood of Park Slope, which has been touted as one of the 10 best neighborhoods the the USA! There are countless restaurants, cafes, clubs, museums, and the famous Prospect Park. Enjoy the amazing Brooklyn Botanic Garden, Brooklyn Museum, Prospect Park Zoo, Brookl","PLEASE INQUIRE BEFORE BOOKING! A private ""Studio Plus"" apt. that's cozy and light in Brooklyn's best area. Includes utilities, cable TV, Wifi, computer, fully stocked kitchen and more.  We rent the space monthly and prefer guests to book from the 1st of the month to the end of the month (or multiple full months). However, depending on circumstances, it may be possible to check in or out in the middle of any given month. PLEASE DO NOT BOOK WITHOUT FIRST INQUIRING about details and possibilities! Dear Guests, We are a Green Guest House. We cater to the chemically sensitive, allergic, and/or environmentally concerned guest. We recycle and use resources responsibly.  Our guest house is a one flight walk up. It is a private apartment in our 2-family home. The unit is not shared with any other guests. We are frequently available to answer questions, give directions/advice and even act as ""concierge"". The space consists of a full kitchen, bathroom with shower and claw foot bathtub, living roo",Brooklyn,NY,US,United States,Apartment,Entire home/apt,3,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Children’s books and toys"",""Window guards"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",$120.00,,"$3,000.00",185843
26933,https://www.airbnb.com/rooms/26933,2 BR / 2 Bath Duplex Apt with patio! East Village,***PLEASE DO NOT MAKE RESERVATION REQUEST UNTIL I CONFIRM AVAILABILITY!!!!*** NO CHECK-IN on weekends  (Sat or Sun) during the Summer (May-Sep). Please read details below in the description  for information on my apartment and what is included BEFORE you make a Reservation Request!,"***PLEASE DO NOT MAKE RESERVATION REQUEST UNTIL I CONFIRM AVAILABILITY!!!!*** SUMMER MONTHS: May thru Sept NO Check ins on Saturdays or Sundays (occasionally, I can do a late night Sunday check in, in the evening). 2 night minimum stay, unless only 1 is available, and I'm around for a check in.  Included: Full use of a private apartment (no other guests) use of my 2 Bedroom, 2 full bath Duplex Apt with private outdoor patios and roof deck (shared with all tenants in building).  Cleaning (but clean up after yourself when using common areas) WiFi + Cable TV  Fresh linens + towels Breakfast Stuff (coffee/tea, bread, juice, etc.) This is for a bedrooms in a Duplex apartment in the East Village. Perfect for 2 couples with 2 bathrooms. It's very clean and has things no hotel can offer. The building also has a 24 hour doorman / security. There is 1 other bedrooms downstairs (mine) with another full bathroom and a separate entrance. All the common areas, kitchen, living/dining areas and patios","***PLEASE DO NOT MAKE RESERVATION REQUEST UNTIL I CONFIRM AVAILABILITY!!!!*** NO CHECK-IN on weekends  (Sat or Sun) during the Summer (May-Sep). Please read details below in the description  for information on my apartment and what is included BEFORE you make a Reservation Request! ***PLEASE DO NOT MAKE RESERVATION REQUEST UNTIL I CONFIRM AVAILABILITY!!!!*** SUMMER MONTHS: May thru Sept NO Check ins on Saturdays or Sundays (occasionally, I can do a late night Sunday check in, in the evening). 2 night minimum stay, unless only 1 is available, and I'm around for a check in.  Included: Full use of a private apartment (no other guests) use of my 2 Bedroom, 2 full bath Duplex Apt with private outdoor patios and roof deck (shared with all tenants in building).  Cleaning (but clean up after yourself when using common areas) WiFi + Cable TV  Fresh linens + towels Breakfast Stuff (coffee/tea, bread, juice, etc.) This is for a bedrooms in a Duplex apartment in the East Village. Perfect for 2 cou",New York,NY,US,United States,Apartment,Entire home/apt,6,2.0,2.0,4.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Gym,Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",$350.00,,,572295
26969,https://www.airbnb.com/rooms/26969,2 story family home in Williamsburg,,"Sweet family home right in the heart of Williamsburg, Brooklyn.  Just a few steps from the Bedford Avenue ""L"" train.  One train stop from Manhattan's East Village.  Great for families.. Kids welcome.  1st floor has an eat in kitchen, living room and half bathroom.  2nd floor has 3 bedrooms and bathroom with bathtub and separate shower.  One king size bed in the large, rear bedroom.  Full (double) bed in the medium size, front bedroom. The small, front bedroom has a twin bed. A fourth single (twin) mattress, which can be pulled to the floor, can be found in the medium size bedroom closet. All the beds are really comfortable. All bedding, linens, towels included. Classic Brooklyn front stoop.  Beautiful sunny, sometimes lightly shared garden.  24 hour health food store next door.  New! - East River Ferry service is three blocks away. Also new, down at the riverfront park 2½ blocks away: A Saturday outdoor food market. and a Sunday flea market. Laundry Mat at corner of N7th and Berry! Inc","Sweet family home right in the heart of Williamsburg, Brooklyn.  Just a few steps from the Bedford Avenue ""L"" train.  One train stop from Manhattan's East Village.  Great for families.. Kids welcome.  1st floor has an eat in kitchen, living room and half bathroom.  2nd floor has 3 bedrooms and bathroom with bathtub and separate shower.  One king size bed in the large, rear bedroom.  Full (double) bed in the medium size, front bedroom. The small, front bedroom has a twin bed. A fourth single (twin) mattress, which can be pulled to the floor, can be found in the medium size bedroom closet. All the beds are really comfortable. All bedding, linens, towels included. Classic Brooklyn front stoop.  Beautiful sunny, sometimes lightly shared garden.  24 hour health food store next door.  New! - East River Ferry service is three blocks away. Also new, down at the riverfront park 2½ blocks away: A Saturday outdoor food market. and a Sunday flea market. Laundry Mat at corner of N7th and Berry! Inc",Brooklyn,NY,US,United States,House,Entire home/apt,6,1.5,3.0,4.0,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",""Self check-in"",Keypad}",$325.00,,,126907
27006,https://www.airbnb.com/rooms/27006,Comfortable UWS 2-BD Family-Friendly Brownstone,"Our clean, quiet two bedroom apartment is very family friendly and ideally located in the heart of the Upper West Side. Enjoy the private terrace off the master bedroom and easy access to major subway lines/buses. Lots of great shops/restaurants/cafés close by.","SPACIOUS 2-BEDROOM MANHATTAN APARTMENT—IDEAL LOCATION! (Note: The cancellations in 2018 were due to an illness in our family that made it not possible for us to travel.) Our charming, quiet Upper West Side brownstone apartment is in the heart of the West 70s, half a block from Central Park and the famous Dakota, on the Upper West Side.  Our apartment sleeps up to three adults but is ideal for a couple, or a family with children. We have a queen-size bed, a twin loft bed for two children, and a full-size sofa in case you have a teenager or additional adult family member. The apartment is on the fourth floor (there is no elevator/lift) of a charming townhouse and features a comfortable living room, one and a half bathrooms, a fully stocked kitchen with a dishwasher (perfect for preparing meals at home). The first bedroom has a queen-size bed (sleeps 2). The second bedroom (children's room) is furnished with a twin-size loft bed (sleeps 2 children; one on top and one on the bottom). Livin","Our clean, quiet two bedroom apartment is very family friendly and ideally located in the heart of the Upper West Side. Enjoy the private terrace off the master bedroom and easy access to major subway lines/buses. Lots of great shops/restaurants/cafés close by. SPACIOUS 2-BEDROOM MANHATTAN APARTMENT—IDEAL LOCATION! (Note: The cancellations in 2018 were due to an illness in our family that made it not possible for us to travel.) Our charming, quiet Upper West Side brownstone apartment is in the heart of the West 70s, half a block from Central Park and the famous Dakota, on the Upper West Side.  Our apartment sleeps up to three adults but is ideal for a couple, or a family with children. We have a queen-size bed, a twin loft bed for two children, and a full-size sofa in case you have a teenager or additional adult family member. The apartment is on the fourth floor (there is no elevator/lift) of a charming townhouse and features a comfortable living room, one and a half bathrooms, a full",New York,NY,US,United States,Apartment,Entire home/apt,4,1.5,2.0,3.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Changing table"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",""Children’s dinnerware"",""Hot water"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed""}",$235.00,"$2,000.00","$6,000.00",9406
1419,https://www.airbnb.com/rooms/1419,Beautiful home in amazing area!,"This large, family home is located in one of Toronto's most vibrant downtown neighbourhoods. The five-bedroom, three-bath house is newly renovated and complete with all the amenities you'll need for a fabulous time in the city.","Visit Toronto with this fabulous furnished home as your base! This lovely home is surrounded by gardens in the back and front. Inside, you'll find a large open space with a modern kitchen and bright living and dining room. There are two floors up - a master bedroom with a king-size bed and two kids rooms, each with a single bed. The attic is a private space with a king-sized bed, fold-out single couch and a private deck. The basement is fully-finished with a private room and bath, as well as a playroom with another single couch that doubles as a sleeping space. The house will comfortably sleep 10.  For kids of all ages: we have toys, a very cool tree fort, and many great parks and playgrounds nearby.","This large, family home is located in one of Toronto's most vibrant downtown neighbourhoods. The five-bedroom, three-bath house is newly renovated and complete with all the amenities you'll need for a fabulous time in the city. Visit Toronto with this fabulous furnished home as your base! This lovely home is surrounded by gardens in the back and front. Inside, you'll find a large open space with a modern kitchen and bright living and dining room. There are two floors up - a master bedroom with a king-size bed and two kids rooms, each with a single bed. The attic is a private space with a king-sized bed, fold-out single couch and a private deck. The basement is fully-finished with a private room and bath, as well as a playroom with another single couch that doubles as a sleeping space. The house will comfortably sleep 10.  For kids of all ages: we have toys, a very cool tree fort, and many great parks and playgrounds nearby. The whole house and garden are available. We will be out of to",Toronto,ON,CA,Canada,House,Entire home/apt,10,3.0,5.0,7.0,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",$469.00,"$2,000.00",,520554
8077,https://www.airbnb.com/rooms/8077,Downtown Harbourfront Private Room,"Guest room in a luxury condo with access to all amenities, a view of downtown Toronto and a private entrance.","My husband and I are both artists. I give painting and felting workshops and Larry is a filmmaker. We live in a split-level waterfront condo in downtown Toronto, with a guest room on the 2nd level facing downtown Toronto. The room has a private entrance, an en-suite two piece bathroom, wireless internet, cable TV with DVD player, microwave and a small refrigerator. The tub/shower is located in the main bathroom just outside the guest room door. Guests' amenities include: a roof top salt water pool, sauna, exercise room, recreation room, library, racquetball courts and free guest parking. Our building is next door to the ferry docks and attached by a walkway to the Westin Harbour Castle Hotel where guests can enjoy fine dining or a cup of Starbuck's coffee in the morning. We are located across the bay from Centre island on the south, while a short walk to the north will take you to the financial district, the CN Tower, the Air Canada Centre (concert and sports) Metro Convention Centre, ","Guest room in a luxury condo with access to all amenities, a view of downtown Toronto and a private entrance. My husband and I are both artists. I give painting and felting workshops and Larry is a filmmaker. We live in a split-level waterfront condo in downtown Toronto, with a guest room on the 2nd level facing downtown Toronto. The room has a private entrance, an en-suite two piece bathroom, wireless internet, cable TV with DVD player, microwave and a small refrigerator. The tub/shower is located in the main bathroom just outside the guest room door. Guests' amenities include: a roof top salt water pool, sauna, exercise room, recreation room, library, racquetball courts and free guest parking. Our building is next door to the ferry docks and attached by a walkway to the Westin Harbour Castle Hotel where guests can enjoy fine dining or a cup of Starbuck's coffee in the morning. We are located across the bay from Centre island on the south, while a short walk to the north will take you",Toronto,ON,CA,Canada,Apartment,Private room,2,1.5,1.0,1.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Smoke detector"",Shampoo}",$99.00,,"$2,651.00",833213
