,ReviewId,ExperienceId,UserId,Description,Rating,Communications,Value
663,491644,653220,568183,Review664,1,1,2
664,19297,8924,253797,Review665,2,1,2
665,889704,378328,211076,Review666,2,2,3
666,725816,540020,383012,Review667,4,3,2
667,34621,196022,403482,Review668,3,5,2
668,554335,415951,328029,Review669,4,1,4
669,356015,8924,659169,Review670,2,4,1
670,184829,988888,562915,Review671,1,1,2
671,931619,200110,140802,Review672,2,3,1
672,321006,748662,195108,Review673,2,4,2
673,910597,188976,144055,Review674,4,4,5
674,620390,257232,348251,Review675,5,1,1
675,664104,465627,369024,Review676,3,5,2
676,188074,972444,676929,Review677,3,4,4
677,395542,865848,221291,Review678,2,4,5
678,195538,831995,685506,Review679,4,2,5
679,610783,306944,422446,Review680,3,2,5
680,214146,936223,466111,Review681,3,1,2
681,892674,763962,922204,Review682,3,5,5
682,385244,338964,59025,Review683,4,2,3
683,625554,365926,690894,Review684,4,3,1
684,420731,936223,448394,Review685,2,3,5
685,790124,936223,796717,Review686,5,2,2
686,621019,412734,422210,Review687,1,5,4
687,853366,704227,866715,Review688,3,5,3
688,445323,372128,151691,Review689,2,1,5
689,987596,878978,497611,Review690,1,3,4
690,797064,687028,178377,Review691,3,4,2
691,651865,260391,257562,Review692,3,3,5
692,583512,512974,968742,Review693,5,2,5
693,748148,936223,828564,Review694,3,5,5
694,782099,851299,707026,Review695,1,5,3
695,212487,365926,827308,Review696,5,4,4
696,46896,876532,328029,Review697,3,4,4
697,705783,157357,517806,Review698,5,2,2
698,132191,568582,101327,Review699,2,4,3
699,357806,885263,775532,Review700,1,3,1
700,637789,479771,413334,Review701,2,3,4
701,628249,915225,707858,Review702,4,2,3
702,112879,878978,249872,Review703,3,5,4
703,629860,87945,633303,Review704,4,3,3
704,517813,443720,194561,Review705,1,3,2
705,838682,673261,818747,Review706,2,2,1
706,303567,453021,19565,Review707,4,3,2
707,144591,479771,714384,Review708,1,5,2
708,712537,865814,372290,Review709,4,4,1
709,257438,578300,104978,Review710,3,4,1
710,13166,689937,919592,Review711,3,3,2
711,481444,372128,47497,Review712,5,3,4
712,663505,257754,61270,Review713,3,3,4
713,911489,453021,619488,Review714,1,3,5
714,94767,577465,432512,Review715,1,3,5
715,113764,447800,538267,Review716,3,1,2
716,170869,493028,143423,Review717,5,4,3
717,608463,200110,734566,Review718,4,4,3
718,486289,876739,254016,Review719,2,3,3
719,733601,595706,547524,Review720,4,3,3
720,999150,198519,62664,Review721,5,2,5
721,735098,925398,211868,Review722,2,4,5
722,793198,864235,47742,Review723,5,2,4
723,965928,689937,786746,Review724,2,5,5
724,593050,952168,383012,Review725,1,5,1
725,480485,667834,305335,Review726,5,4,3
726,526368,915225,828564,Review727,4,2,2
727,269762,255686,828087,Review728,1,4,2
728,273429,175156,48401,Review729,3,3,2
729,597411,748347,369024,Review730,5,4,1
730,418318,87945,846431,Review731,3,4,5
731,60474,878978,398386,Review732,5,3,2
732,105298,70657,18982,Review733,3,4,3
733,352642,308370,78689,Review734,2,5,2
734,740889,763962,1670,Review735,2,2,3
735,22910,884999,712989,Review736,1,5,3
736,185065,685718,79786,Review737,4,4,2
737,341160,736483,841799,Review738,1,5,4
738,464275,490063,355276,Review739,3,2,1
739,746876,833880,699602,Review740,1,5,1
740,267455,713957,79398,Review741,4,4,5
741,432707,198519,833213,Review742,5,3,1
742,702238,230116,734282,Review743,1,3,2
743,740653,608373,151691,Review744,5,5,1
744,62371,98576,124904,Review745,1,2,5
745,896925,479771,633303,Review746,5,5,3
746,58670,644722,132405,Review747,3,1,5
747,357781,861830,30799,Review748,4,2,2
748,490914,374577,750759,Review749,3,1,5
749,922372,633712,258682,Review750,3,5,5
750,935733,749502,899817,Review751,4,5,2
751,945507,87945,662639,Review752,5,1,5
752,314365,343074,376181,Review753,4,3,1
753,223643,434736,215607,Review754,1,1,4
754,213111,490063,601342,Review755,3,5,3
755,795070,502314,47497,Review756,2,1,3
756,593991,111381,68493,Review757,4,5,3
757,301087,851299,429979,Review758,2,4,4
758,802332,212920,985862,Review759,1,3,4
759,91867,415951,601342,Review760,2,3,3
760,425198,502314,151691,Review761,1,3,2
761,962720,925398,789611,Review762,4,1,4
762,82496,748184,644097,Review763,4,5,4
763,873647,102904,887179,Review764,1,5,1
764,195850,297278,954070,Review765,5,5,3
765,743291,502314,718383,Review766,4,2,5
766,347759,996658,828564,Review767,2,1,1
767,386931,967938,321100,Review768,1,3,1
768,241853,878978,339514,Review769,5,5,5
769,315863,989335,585715,Review770,4,3,5
770,680371,514159,78689,Review771,3,2,2
771,229416,114486,82476,Review772,1,4,5
772,572611,211658,134069,Review773,3,3,5
773,634719,707253,550266,Review774,2,4,1
774,337884,692314,818747,Review775,4,2,4
775,309339,176607,539706,Review776,4,1,1
776,629420,736483,846431,Review777,4,1,3
777,300451,578300,466111,Review778,5,2,3
778,433001,414541,104420,Review779,5,3,2
779,116483,560249,528703,Review780,1,4,2
780,698454,257754,378302,Review781,1,4,3
781,36445,519531,919592,Review782,4,3,5
782,8684,257232,718383,Review783,4,4,3
783,346847,87945,848468,Review784,2,2,2
784,370750,87945,363685,Review785,1,2,2
785,557901,748310,407502,Review786,3,5,5
786,17238,257754,839790,Review787,3,3,4
787,219627,175156,848468,Review788,5,2,3
788,582664,582951,337241,Review789,5,1,1
789,919891,748347,211868,Review790,4,3,4
790,138736,667834,89769,Review791,1,4,5
791,335831,482316,565463,Review792,5,1,5
792,680820,465627,594944,Review793,1,2,5
793,208470,537327,699602,Review794,1,5,4
794,939481,212920,529080,Review795,3,3,3
795,475131,748184,718383,Review796,4,2,5
796,438797,59962,185843,Review797,3,3,5
797,48120,923591,104420,Review798,5,2,3
798,494402,970730,258682,Review799,2,4,3
799,150932,23723,501192,Review800,1,1,5
800,507129,98576,659169,Review801,3,3,4
801,876840,748310,970720,Review802,3,5,2
802,410193,559851,899515,Review803,2,3,2
803,410724,644722,143423,Review804,4,5,1
804,847037,543846,208591,Review805,3,4,5
805,153475,940494,668119,Review806,3,1,1
806,75791,198519,723217,Review807,5,3,3
807,727777,785496,453264,Review808,4,4,5
808,96323,543846,378515,Review809,4,3,2
809,18432,925398,649202,Review810,1,1,3
810,141046,689937,929621,Review811,5,1,1
811,311555,614532,977215,Review812,5,2,5
812,237723,374577,378515,Review813,3,2,2
813,188259,465420,813998,Review814,4,3,4
814,632987,212920,165180,Review815,5,5,4
815,806445,418028,339514,Review816,5,4,2
816,666111,964252,37050,Review817,3,4,5
817,556239,874079,51432,Review818,4,5,3
818,945413,466535,640382,Review819,5,3,4
819,135930,640179,59025,Review820,5,2,1
820,193974,501004,804776,Review821,1,4,3
821,238818,453649,870848,Review822,5,4,5
822,699569,915225,907393,Review823,4,1,4
823,607375,862583,12905,Review824,4,3,2
824,551089,306944,662639,Review825,3,5,4
825,828849,243431,490903,Review826,3,3,2
826,100770,432488,539205,Review827,4,1,3
827,648564,309768,331876,Review828,4,3,5
828,720595,940494,249269,Review829,2,5,3
829,819742,561256,915283,Review830,4,1,2
830,295177,255686,339514,Review831,3,3,4
831,501997,915225,964855,Review832,1,2,4
832,456703,428539,497611,Review833,2,5,1
833,108011,851299,204079,Review834,2,1,1
834,76989,353269,116278,Review835,4,4,4
835,796483,972444,967732,Review836,4,2,4
836,469245,582951,511101,Review837,3,4,2
837,187863,644722,866715,Review838,3,3,3
838,270972,923591,908931,Review839,5,3,2
839,43976,508730,536913,Review840,5,3,5
840,189335,70657,520554,Review841,4,2,4
841,259301,763962,565463,Review842,3,4,2
842,687158,316461,304123,Review843,4,1,5
843,889268,519531,505167,Review844,1,1,2
844,443401,594992,899817,Review845,2,3,5
845,146822,704227,764663,Review846,3,2,4
846,235326,934186,307787,Review847,5,4,4
847,3828,577465,453264,Review848,5,2,5
848,532966,928658,454041,Review849,3,5,1
849,781869,689937,403482,Review850,1,3,1
850,147535,52728,699551,Review851,2,5,2
851,259294,410156,301660,Review852,2,4,3
852,603388,225689,448091,Review853,2,5,5
853,719869,618658,117573,Review854,1,2,3
854,516300,586399,765975,Review855,1,2,4
855,783881,865848,547524,Review856,4,1,5
856,217683,577465,539205,Review857,2,4,1
857,975004,410156,321100,Review858,3,4,1
858,601112,185481,566266,Review859,3,4,4
859,749012,372128,954070,Review860,1,4,2
860,76313,402006,633303,Review861,4,3,2
861,234806,618658,699551,Review862,3,1,2
862,868562,689937,441220,Review863,4,2,2
863,450549,722397,725225,Review864,1,1,1
864,811475,577465,71661,Review865,2,3,2
865,598571,308370,804776,Review866,4,4,2
866,47541,964252,887179,Review867,1,2,4
867,490423,970730,249872,Review868,2,4,2
868,597810,93475,557406,Review869,1,3,2
869,856322,114486,578212,Review870,3,4,1
870,687928,225689,927664,Review871,4,1,5
871,432751,862583,848108,Review872,3,4,1
872,473325,306944,358881,Review873,1,5,2
873,58965,434736,378302,Review874,4,1,1
874,878729,378328,801016,Review875,2,3,5
875,456941,459001,764333,Review876,4,2,4
876,151600,35199,517806,Review877,4,2,5
877,541035,644722,151691,Review878,4,1,4
878,863351,87945,122040,Review879,1,2,1
879,477660,972444,68493,Review880,5,5,5
880,10799,629737,26839,Review881,1,1,1
881,203543,260391,760438,Review882,4,3,5
882,172820,578300,694135,Review883,2,4,5
883,882405,414541,1670,Review884,5,3,1
884,834092,8754,885324,Review885,5,1,2
885,230397,490063,538267,Review886,5,3,1
886,35082,988888,873448,Review887,5,2,2
887,553022,861830,514909,Review888,4,3,4
888,189836,378328,565623,Review889,3,5,2
889,274376,501004,189819,Review890,1,5,5
890,490012,372128,768617,Review891,3,1,3
891,434544,486058,878740,Review892,3,4,5
892,508728,501004,450267,Review893,2,1,5
893,245046,514159,124617,Review894,4,3,2
894,921002,749502,801016,Review895,1,4,1
895,490347,739764,137040,Review896,4,2,4
896,298871,888310,448091,Review897,1,4,1
897,670052,570612,248895,Review898,3,4,5
898,212172,196022,927664,Review899,2,5,5
899,774157,196022,862084,Review900,5,5,5
900,812173,925398,208591,Review901,1,5,4
901,885333,412734,764904,Review902,4,1,4
902,785143,736483,249269,Review903,2,3,3
903,101775,608373,775754,Review904,2,5,4
904,457051,257232,427320,Review905,1,5,2
905,523184,888310,619488,Review906,1,3,1
906,142777,928658,805387,Review907,3,2,5
907,7782,93475,437347,Review908,1,5,4
908,479546,343271,685506,Review909,2,2,4
909,226014,87945,422446,Review910,4,1,1
910,925247,122389,27149,Review911,3,2,2
911,88368,749502,490903,Review912,5,3,3
912,166126,560249,441220,Review913,2,2,4
913,503779,748184,26839,Review914,4,1,1
914,803864,365547,258181,Review915,3,1,5
915,384904,211658,31994,Review916,5,2,5
916,918992,372128,846431,Review917,1,2,2
917,834610,915225,692519,Review918,2,4,3
918,110257,543846,403407,Review919,2,3,1
919,581522,594992,88945,Review920,1,1,2
920,29126,198519,66204,Review921,2,3,1
921,364535,410156,587129,Review922,1,2,1
922,795638,355168,800572,Review923,3,4,3
923,334761,861830,532068,Review924,5,2,5
924,647181,514159,773835,Review925,1,5,3
925,154702,512974,140802,Review926,3,5,3
926,175044,763962,908931,Review927,5,4,1
927,670754,609528,431757,Review928,4,5,1
928,960073,748662,805631,Review929,5,5,2
929,482997,748662,258682,Review930,5,1,4
930,622417,708447,963026,Review931,2,2,2
931,435697,578300,305335,Review932,2,4,2
932,986358,952448,283174,Review933,2,1,1
933,224238,175156,62453,Review934,2,3,2
934,22773,833880,601342,Review935,5,4,5
935,5998,70657,169186,Review936,2,4,1
936,277019,865848,825840,Review937,2,4,3
937,162605,559851,725225,Review938,1,4,3
938,550247,559851,565623,Review939,2,1,1
939,466466,459001,513031,Review940,1,3,5
940,539766,196022,326720,Review941,1,2,3
941,525593,640179,470025,Review942,5,1,3
942,188730,858018,161447,Review943,2,1,2
943,976574,297278,183753,Review944,1,2,5
944,237741,635869,51432,Review945,1,3,1
945,970689,227879,765975,Review946,5,3,2
946,281465,582951,714384,Review947,1,4,5
947,751088,691731,111398,Review948,2,3,2
948,295261,463298,996061,Review949,5,4,5
949,471109,394861,958733,Review950,3,1,3
950,374712,952168,107126,Review951,4,4,1
951,109174,63511,353620,Review952,5,5,4
952,508168,508730,800572,Review953,3,1,1
953,102019,878978,573645,Review954,3,5,1
954,949773,502314,313349,Review955,5,4,2
955,433074,861830,720931,Review956,5,2,2
956,498072,519531,617022,Review957,4,1,2
957,74912,685718,379098,Review958,5,5,2
958,673668,355168,290993,Review959,2,1,1
959,398291,432488,355276,Review960,3,4,5
960,78834,582951,718383,Review961,4,1,2
961,421769,888310,156197,Review962,5,5,4
962,730218,57688,151691,Review963,5,4,4
963,711735,8924,245896,Review964,2,3,4
964,942149,206052,977215,Review965,1,5,5
965,985608,865848,532068,Review966,3,1,5
966,48692,996658,37050,Review967,5,1,4
967,604747,52728,416655,Review968,5,3,2
968,930452,864235,599553,Review969,2,3,5
969,528714,561256,30799,Review970,5,3,1
970,991710,363888,881801,Review971,3,5,5
971,327563,306944,121113,Review972,3,1,1
972,680824,443720,780217,Review973,4,4,5
973,459754,87945,336717,Review974,2,5,3
974,507202,52728,770105,Review975,4,1,2
975,91048,972299,321100,Review976,1,4,4
976,64247,447800,127935,Review977,2,1,5
977,65531,255686,301660,Review978,1,4,3
978,796677,722397,37043,Review979,5,2,5
979,253557,989335,720931,Review980,5,5,1
980,350920,365547,51432,Review981,5,5,3
981,141043,343271,538267,Review982,3,1,3
982,946279,262712,139811,Review983,5,3,4
983,897821,157357,183571,Review984,5,4,3
984,141906,459001,722025,Review985,4,3,2
985,59864,570612,565463,Review986,5,5,2
986,823590,970730,908931,Review987,1,4,3
987,95014,831995,195108,Review988,1,2,4
988,720173,739764,767164,Review989,4,2,2
989,736125,713957,517806,Review990,3,5,5
990,515295,560249,656100,Review991,2,2,2
991,730524,560249,253797,Review992,3,1,4
992,681501,342975,699602,Review993,4,4,1
993,308480,748310,122040,Review994,2,3,5
994,347261,230734,587129,Review995,5,2,1
995,438521,343074,127935,Review996,5,2,1
996,889850,465627,110749,Review997,4,1,2
997,50662,465627,138078,Review998,3,4,2
998,412049,488465,900916,Review999,3,5,1
999,176348,443720,429979,Review1000,3,4,4
