,AmenityName,PropertyId
1167,Fire extinguisher,14468
1168,Essentials,14468
1169,Shampoo,14468
1170,Lock on bedroom door,14468
1171,Hangers,14468
1172,Hair dryer,14468
1173,Iron,14468
1174,Laptop friendly workspace,14468
1175,translation missing: en.hosting_amenity_49,14468
1176,translation missing: en.hosting_amenity_50,14468
1177,Hot water,14468
1178,Host greets you,14468
1179,Paid parking on premises,14468
1180,TV,14991
1181,Wifi,14991
1182,Air conditioning,14991
1183,Kitchen,14991
1184,Elevator,14991
1185,Buzzer/wireless intercom,14991
1186,Heating,14991
1187,Smoke detector,14991
1188,Carbon monoxide detector,14991
1189,TV,15220
1190,Internet,15220
1191,Wifi,15220
1192,Air conditioning,15220
1193,Kitchen,15220
1194,Buzzer/wireless intercom,15220
1195,Heating,15220
1196,Smoke detector,15220
1197,Carbon monoxide detector,15220
1198,Fire extinguisher,15220
1199,Essentials,15220
1200,Shampoo,15220
1201,Lock on bedroom door,15220
1202,Hangers,15220
1203,Hair dryer,15220
1204,Iron,15220
1205,translation missing: en.hosting_amenity_49,15220
1206,translation missing: en.hosting_amenity_50,15220
1207,Hot water,15220
1208,Bed linens,15220
1209,Extra pillows and blankets,15220
1210,Microwave,15220
1211,Coffee maker,15220
1212,Refrigerator,15220
1213,Dishes and silverware,15220
1214,Cooking basics,15220
1215,Host greets you,15220
1216,TV,15341
1217,Cable TV,15341
1218,Internet,15341
1219,Wifi,15341
1220,Air conditioning,15341
1221,Kitchen,15341
1222,Paid parking off premises,15341
1223,Doorman,15341
1224,Gym,15341
1225,Elevator,15341
1226,Free street parking,15341
1227,Buzzer/wireless intercom,15341
1228,Heating,15341
1229,Washer,15341
1230,Dryer,15341
1231,Smoke detector,15341
1232,Carbon monoxide detector,15341
1233,Essentials,15341
1234,Shampoo,15341
1235,Hangers,15341
1236,Hair dryer,15341
1237,Iron,15341
1238,Laptop friendly workspace,15341
1239,translation missing: en.hosting_amenity_49,15341
1240,translation missing: en.hosting_amenity_50,15341
1241,Self check-in,15341
1242,Building staff,15341
1243,Bathtub,15341
1244,Hot water,15341
1245,Bed linens,15341
1246,Ethernet connection,15341
1247,Microwave,15341
1248,Refrigerator,15341
1249,Dishwasher,15341
1250,Dishes and silverware,15341
1251,Cooking basics,15341
1252,Oven,15341
1253,Stove,15341
1254,Patio or balcony,15341
1255,Luggage dropoff allowed,15341
1256,Long term stays allowed,15341
1257,Shower gel,15341
1258,Trash can,15341
1259,Wifi,15385
1260,Air conditioning,15385
1261,Kitchen,15385
1262,Heating,15385
1263,Smoke detector,15385
1264,Carbon monoxide detector,15385
1265,First aid kit,15385
1266,Safety card,15385
1267,Essentials,15385
1268,Lock on bedroom door,15385
1269,translation missing: en.hosting_amenity_49,15385
1270,translation missing: en.hosting_amenity_50,15385
1271,Self check-in,15385
1272,Lockbox,15385
1273,Hot water,15385
1274,Refrigerator,15385
1275,Dishes and silverware,15385
1276,Cooking basics,15385
1277,Oven,15385
1278,Stove,15385
1279,TV,15396
1280,Cable TV,15396
1281,Internet,15396
1282,Wifi,15396
1283,Air conditioning,15396
1284,Wheelchair accessible,15396
1285,Kitchen,15396
1286,Paid parking off premises,15396
1287,Pets allowed,15396
1288,Elevator,15396
1289,Buzzer/wireless intercom,15396
1290,Heating,15396
1291,Family/kid friendly,15396
1292,Suitable for events,15396
1293,Washer,15396
1294,Dryer,15396
1295,Smoke detector,15396
1296,Carbon monoxide detector,15396
1297,First aid kit,15396
1298,Safety card,15396
1299,Fire extinguisher,15396
1300,Essentials,15396
1301,Shampoo,15396
1302,24-hour check-in,15396
1303,Hangers,15396
1304,Hair dryer,15396
1305,Iron,15396
1306,Laptop friendly workspace,15396
1307,Bathtub,15396
1308,High chair,15396
1309,Children’s books and toys,15396
1310,Crib,15396
1311,Pack ’n Play/travel crib,15396
1312,Children’s dinnerware,15396
1313,Hot water,15396
1314,Microwave,15396
1315,Coffee maker,15396
1316,Refrigerator,15396
1317,Dishwasher,15396
1318,Dishes and silverware,15396
1319,Cooking basics,15396
1320,Oven,15396
1321,Stove,15396
1322,Host greets you,15396
1323,TV,15711
1324,Cable TV,15711
1325,Internet,15711
1326,Wifi,15711
1327,Air conditioning,15711
1328,Pool,15711
1329,Kitchen,15711
1330,Free street parking,15711
1331,Buzzer/wireless intercom,15711
1332,Heating,15711
1333,Family/kid friendly,15711
1334,Washer,15711
1335,Dryer,15711
1336,Smoke detector,15711
1337,Carbon monoxide detector,15711
1338,Essentials,15711
1339,Shampoo,15711
1340,24-hour check-in,15711
1341,Hangers,15711
1342,Hair dryer,15711
1343,Iron,15711
1344,Laptop friendly workspace,15711
1345,Self check-in,15711
1346,Lockbox,15711
1347,Outlet covers,15711
1348,Baby bath,15711
1349,Changing table,15711
1350,High chair,15711
1351,Stair gates,15711
1352,Children’s books and toys,15711
1353,Table corner guards,15711
1354,Babysitter recommendations,15711
1355,Crib,15711
1356,Room-darkening shades,15711
1357,Children’s dinnerware,15711
1358,Hot water,15711
1359,Bed linens,15711
1360,Extra pillows and blankets,15711
1361,Microwave,15711
1362,Coffee maker,15711
1363,Refrigerator,15711
1364,Dishwasher,15711
1365,Dishes and silverware,15711
1366,Cooking basics,15711
1367,Oven,15711
1368,Stove,15711
1369,Long term stays allowed,15711
1370,Wifi,15729
1371,Air conditioning,15729
1372,Kitchen,15729
1373,Pets allowed,15729
1374,Pets live on this property,15729
1375,Dog(s),15729
1376,Buzzer/wireless intercom,15729
1377,Heating,15729
1378,Family/kid friendly,15729
1379,Suitable for events,15729
1380,Washer,15729
1381,Dryer,15729
1382,TV,16326
1383,Cable TV,16326
1384,Internet,16326
1385,Wifi,16326
1386,Air conditioning,16326
1387,Kitchen,16326
1388,Paid parking off premises,16326
1389,Free street parking,16326
1390,Buzzer/wireless intercom,16326
1391,Heating,16326
1392,Family/kid friendly,16326
1393,Smoke detector,16326
1394,Carbon monoxide detector,16326
1395,Safety card,16326
1396,Fire extinguisher,16326
1397,Essentials,16326
1398,Shampoo,16326
1399,24-hour check-in,16326
1400,Hangers,16326
1401,Hair dryer,16326
1402,Iron,16326
1403,Laptop friendly workspace,16326
1404,Self check-in,16326
1405,Lockbox,16326
1406,Private entrance,16326
1407,Bathtub,16326
1408,High chair,16326
1409,Children’s books and toys,16326
1410,Window guards,16326
1411,Pack ’n Play/travel crib,16326
1412,Room-darkening shades,16326
1413,Hot water,16326
1414,Bed linens,16326
1415,Extra pillows and blankets,16326
1416,Microwave,16326
1417,Coffee maker,16326
1418,Refrigerator,16326
1419,Dishwasher,16326
1420,Dishes and silverware,16326
1421,Cooking basics,16326
1422,Oven,16326
1423,Stove,16326
1424,Luggage dropoff allowed,16326
1425,Long term stays allowed,16326
1426,Cleaning before checkout,16326
1427,Firm mattress,16326
1428,Internet,16338
1429,Wifi,16338
1430,Air conditioning,16338
1431,Kitchen,16338
1432,Smoking allowed,16338
1433,Pets allowed,16338
1434,Heating,16338
1435,Family/kid friendly,16338
1436,Carbon monoxide detector,16338
1437,Hangers,16338
1438,Hair dryer,16338
1439,Iron,16338
1440,Wifi,16421
1441,Air conditioning,16421
1442,Kitchen,16421
1443,Pets allowed,16421
1444,Breakfast,16421
1445,Pets live on this property,16421
1446,Dog(s),16421
1447,Buzzer/wireless intercom,16421
1448,Heating,16421
1449,Washer,16421
1450,Dryer,16421
1451,Smoke detector,16421
1452,Essentials,16421
1453,Hangers,16421
1454,Hair dryer,16421
1455,Iron,16421
1456,Hot water,16421
1457,Microwave,16421
1458,Coffee maker,16421
1459,Refrigerator,16421
1460,Dishwasher,16421
1461,Dishes and silverware,16421
1462,Cooking basics,16421
1463,Oven,16421
1464,Stove,16421
1465,Patio or balcony,16421
1466,TV,16458
1467,Internet,16458
1468,Wifi,16458
1469,Air conditioning,16458
1470,Kitchen,16458
1471,Breakfast,16458
1472,Pets live on this property,16458
1473,Elevator,16458
1474,Heating,16458
1475,Family/kid friendly,16458
1476,Washer,16458
1477,Dryer,16458
1478,Smoke detector,16458
1479,Carbon monoxide detector,16458
1480,Fire extinguisher,16458
1481,Essentials,16458
1482,Shampoo,16458
1483,Hangers,16458
1484,Hair dryer,16458
1485,Iron,16458
1486,TV,16580
1487,Internet,16580
1488,Wifi,16580
1489,Air conditioning,16580
1490,Wheelchair accessible,16580
1491,Kitchen,16580
1492,Gym,16580
1493,Elevator,16580
1494,Free street parking,16580
1495,Buzzer/wireless intercom,16580
1496,Heating,16580
1497,Family/kid friendly,16580
1498,Washer,16580
1499,Dryer,16580
1500,Smoke detector,16580
1501,Carbon monoxide detector,16580
1502,First aid kit,16580
1503,Safety card,16580
1504,Fire extinguisher,16580
1505,Essentials,16580
1506,Shampoo,16580
1507,Lock on bedroom door,16580
1508,24-hour check-in,16580
1509,Hangers,16580
1510,Hair dryer,16580
1511,Iron,16580
1512,Laptop friendly workspace,16580
1513,translation missing: en.hosting_amenity_50,16580
1514,Self check-in,16580
1515,Lockbox,16580
1516,Hot water,16580
1517,Bed linens,16580
1518,Extra pillows and blankets,16580
1519,Microwave,16580
1520,Coffee maker,16580
1521,Refrigerator,16580
1522,Dishwasher,16580
1523,Dishes and silverware,16580
1524,Cooking basics,16580
1525,Oven,16580
1526,Stove,16580
1527,Patio or balcony,16580
1528,Garden or backyard,16580
1529,Luggage dropoff allowed,16580
1530,Internet,16595
1531,Wifi,16595
1532,Air conditioning,16595
1533,Kitchen,16595
1534,Free street parking,16595
1535,Buzzer/wireless intercom,16595
1536,Heating,16595
1537,Family/kid friendly,16595
1538,Smoke detector,16595
1539,Carbon monoxide detector,16595
1540,Fire extinguisher,16595
1541,Essentials,16595
1542,24-hour check-in,16595
1543,Hangers,16595
1544,Hair dryer,16595
1545,Iron,16595
1546,Laptop friendly workspace,16595
1547,translation missing: en.hosting_amenity_50,16595
1548,Self check-in,16595
1549,Lockbox,16595
1550,Bathtub,16595
1551,Hot water,16595
1552,Bed linens,16595
1553,Extra pillows and blankets,16595
1554,Coffee maker,16595
1555,Refrigerator,16595
1556,Dishes and silverware,16595
1557,Cooking basics,16595
1558,Oven,16595
1559,Stove,16595
1560,Waterfront,16595
1561,Internet,16821
1562,Wifi,16821
1563,Kitchen,16821
1564,Smoking allowed,16821
1565,Free street parking,16821
1566,Indoor fireplace,16821
1567,Buzzer/wireless intercom,16821
1568,Heating,16821
1569,Smoke detector,16821
1570,Carbon monoxide detector,16821
1571,First aid kit,16821
1572,Essentials,16821
1573,Lock on bedroom door,16821
1574,24-hour check-in,16821
1575,Hangers,16821
1576,Hair dryer,16821
1577,Iron,16821
1578,Laptop friendly workspace,16821
1579,Self check-in,16821
1580,Lockbox,16821
1581,Hot water,16821
1582,Microwave,16821
1583,Coffee maker,16821
1584,Refrigerator,16821
1585,Dishes and silverware,16821
1586,Cooking basics,16821
1587,Oven,16821
1588,Stove,16821
1589,Patio or balcony,16821
1590,TV,16974
1591,Wifi,16974
1592,Air conditioning,16974
1593,Kitchen,16974
1594,Elevator,16974
1595,Buzzer/wireless intercom,16974
1596,Heating,16974
1597,Family/kid friendly,16974
1598,Washer,16974
1599,Dryer,16974
1600,Smoke detector,16974
1601,Essentials,16974
1602,Hangers,16974
1603,Hair dryer,16974
1604,Iron,16974
1605,Laptop friendly workspace,16974
1606,High chair,16974
1607,Pack ’n Play/travel crib,16974
1608,Microwave,16974
1609,Coffee maker,16974
1610,Refrigerator,16974
1611,Dishes and silverware,16974
1612,Cooking basics,16974
1613,Oven,16974
1614,Stove,16974
1615,Luggage dropoff allowed,16974
1616,TV,17037
1617,Internet,17037
1618,Wifi,17037
1619,Air conditioning,17037
1620,Kitchen,17037
1621,Paid parking off premises,17037
1622,Free street parking,17037
1623,Buzzer/wireless intercom,17037
1624,Heating,17037
1625,Washer,17037
1626,Dryer,17037
1627,Smoke detector,17037
1628,Carbon monoxide detector,17037
1629,First aid kit,17037
1630,Fire extinguisher,17037
1631,Essentials,17037
1632,Shampoo,17037
1633,24-hour check-in,17037
1634,Hangers,17037
1635,Hair dryer,17037
1636,Iron,17037
1637,Laptop friendly workspace,17037
1638,translation missing: en.hosting_amenity_49,17037
1639,translation missing: en.hosting_amenity_50,17037
1640,Hot water,17037
1641,Refrigerator,17037
1642,Dishes and silverware,17037
1643,Cooking basics,17037
1644,Luggage dropoff allowed,17037
1645,Long term stays allowed,17037
1646,Host greets you,17037
1647,Cable TV,17693
1648,Internet,17693
1649,Wifi,17693
1650,Paid parking off premises,17693
1651,Dog(s),17693
1652,Elevator,17693
1653,Free street parking,17693
1654,Buzzer/wireless intercom,17693
1655,Heating,17693
1656,Washer,17693
1657,Dryer,17693
1658,Smoke detector,17693
1659,Carbon monoxide detector,17693
1660,First aid kit,17693
1661,Fire extinguisher,17693
1662,Essentials,17693
1663,Hangers,17693
1664,Hair dryer,17693
1665,Iron,17693
1666,Laptop friendly workspace,17693
1667,translation missing: en.hosting_amenity_49,17693
1668,translation missing: en.hosting_amenity_50,17693
1669,Room-darkening shades,17693
1670,Hot water,17693
1671,Bed linens,17693
1672,Extra pillows and blankets,17693
1673,Microwave,17693
1674,Coffee maker,17693
1675,Refrigerator,17693
1676,Dishes and silverware,17693
1677,Host greets you,17693
1678,TV,17747
1679,Internet,17747
1680,Wifi,17747
1681,Air conditioning,17747
1682,Kitchen,17747
1683,Paid parking off premises,17747
1684,Doorman,17747
1685,Elevator,17747
1686,Free street parking,17747
1687,Heating,17747
1688,Family/kid friendly,17747
1689,Washer,17747
1690,Dryer,17747
1691,Smoke detector,17747
1692,Carbon monoxide detector,17747
1693,First aid kit,17747
1694,Fire extinguisher,17747
1695,Essentials,17747
1696,Shampoo,17747
1697,Lock on bedroom door,17747
1698,Hangers,17747
1699,Hair dryer,17747
1700,Iron,17747
1701,Laptop friendly workspace,17747
1702,Self check-in,17747
1703,Building staff,17747
1704,Bathtub,17747
1705,Children’s books and toys,17747
1706,Room-darkening shades,17747
1707,Game console,17747
1708,Hot water,17747
1709,Bed linens,17747
1710,Extra pillows and blankets,17747
1711,Microwave,17747
1712,Coffee maker,17747
1713,Refrigerator,17747
1714,Dishwasher,17747
1715,Dishes and silverware,17747
1716,Cooking basics,17747
1717,Oven,17747
1718,Stove,17747
1719,Long term stays allowed,17747
1720,Baking sheet,17747
1721,Trash can,17747
1722,TV,18127
1723,Cable TV,18127
1724,Internet,18127
1725,Wifi,18127
1726,Air conditioning,18127
1727,Kitchen,18127
1728,Free street parking,18127
1729,Buzzer/wireless intercom,18127
1730,Heating,18127
1731,Family/kid friendly,18127
1732,Smoke detector,18127
1733,Carbon monoxide detector,18127
1734,Fire extinguisher,18127
1735,Essentials,18127
1736,Shampoo,18127
1737,Hangers,18127
1738,Hair dryer,18127
1739,Iron,18127
1740,Laptop friendly workspace,18127
1741,Hot water,18127
1742,Microwave,18127
1743,Coffee maker,18127
1744,Refrigerator,18127
1745,Dishes and silverware,18127
1746,Cooking basics,18127
1747,Oven,18127
1748,Stove,18127
1749,Host greets you,18127
1750,TV,18195
1751,Cable TV,18195
1752,Wifi,18195
1753,Air conditioning,18195
1754,Wheelchair accessible,18195
1755,Kitchen,18195
1756,Elevator,18195
1757,Free street parking,18195
1758,Buzzer/wireless intercom,18195
1759,Heating,18195
1760,Washer,18195
1761,Dryer,18195
1762,Smoke detector,18195
1763,Carbon monoxide detector,18195
1764,Essentials,18195
1765,Hangers,18195
1766,Hair dryer,18195
1767,Iron,18195
1768,Laptop friendly workspace,18195
1769,Self check-in,18195
1770,Building staff,18195
1771,Hot water,18195
1772,Long term stays allowed,18195
1773,TV,18198
1774,Cable TV,18198
1775,Internet,18198
1776,Wifi,18198
1777,Air conditioning,18198
1778,Kitchen,18198
1779,Elevator,18198
1780,Buzzer/wireless intercom,18198
1781,Heating,18198
1782,Washer,18198
1783,Dryer,18198
1784,Dishes and silverware,18198
1785,TV,18590
1786,Cable TV,18590
1787,Internet,18590
1788,Wifi,18590
1789,Air conditioning,18590
1790,Kitchen,18590
1791,Free street parking,18590
1792,Indoor fireplace,18590
1793,Buzzer/wireless intercom,18590
1794,Heating,18590
1795,Family/kid friendly,18590
1796,Washer,18590
1797,Dryer,18590
1798,Smoke detector,18590
1799,Carbon monoxide detector,18590
1800,First aid kit,18590
1801,Safety card,18590
1802,Fire extinguisher,18590
1803,Essentials,18590
1804,Shampoo,18590
1805,Lock on bedroom door,18590
1806,Hangers,18590
1807,Hair dryer,18590
1808,Iron,18590
1809,Laptop friendly workspace,18590
1810,translation missing: en.hosting_amenity_50,18590
1811,Bathtub,18590
1812,Fireplace guards,18590
1813,Room-darkening shades,18590
1814,Hot water,18590
1815,Bed linens,18590
1816,Extra pillows and blankets,18590
1817,Microwave,18590
1818,Coffee maker,18590
1819,Refrigerator,18590
1820,Dishwasher,18590
1821,Dishes and silverware,18590
1822,Cooking basics,18590
1823,Oven,18590
1824,Stove,18590
1825,BBQ grill,18590
1826,Patio or balcony,18590
1827,Host greets you,18590
1828,TV,18728
1829,Cable TV,18728
1830,Internet,18728
1831,Wifi,18728
1832,Air conditioning,18728
1833,Wheelchair accessible,18728
1834,Kitchen,18728
1835,Doorman,18728
1836,Breakfast,18728
1837,Elevator,18728
1838,Buzzer/wireless intercom,18728
1839,Heating,18728
1840,Family/kid friendly,18728
1841,Washer,18728
1842,Dryer,18728
1843,Smoke detector,18728
1844,Carbon monoxide detector,18728
1845,Fire extinguisher,18728
1846,Essentials,18728
1847,Microwave,18728
1848,Dishes and silverware,18728
1849,TV,19159
1850,Internet,19159
1851,Wifi,19159
1852,Air conditioning,19159
1853,Kitchen,19159
1854,Gym,19159
1855,Elevator,19159
1856,Free street parking,19159
1857,Buzzer/wireless intercom,19159
1858,Heating,19159
1859,Washer,19159
1860,Dryer,19159
1861,Smoke detector,19159
1862,Carbon monoxide detector,19159
1863,First aid kit,19159
1864,Fire extinguisher,19159
1865,Essentials,19159
1866,Hangers,19159
1867,Hair dryer,19159
1868,Iron,19159
1869,Laptop friendly workspace,19159
1870,Hot water,19159
1871,Bed linens,19159
1872,Extra pillows and blankets,19159
1873,Microwave,19159
1874,Coffee maker,19159
1875,Refrigerator,19159
1876,Dishwasher,19159
1877,Dishes and silverware,19159
1878,Cooking basics,19159
1879,Oven,19159
1880,Stove,19159
1881,Long term stays allowed,19159
1882,TV,19169
1883,Wifi,19169
1884,Air conditioning,19169
1885,Kitchen,19169
1886,Free street parking,19169
1887,Buzzer/wireless intercom,19169
1888,Heating,19169
1889,Washer,19169
1890,Dryer,19169
1891,Smoke detector,19169
1892,Carbon monoxide detector,19169
1893,First aid kit,19169
1894,Essentials,19169
1895,Shampoo,19169
1896,Hangers,19169
1897,Hair dryer,19169
1898,Iron,19169
1899,Laptop friendly workspace,19169
1900,translation missing: en.hosting_amenity_49,19169
1901,translation missing: en.hosting_amenity_50,19169
1902,Private living room,19169
1903,Hot water,19169
1904,Bed linens,19169
1905,Microwave,19169
1906,Coffee maker,19169
1907,Refrigerator,19169
1908,Dishes and silverware,19169
1909,Cooking basics,19169
1910,Oven,19169
1911,Stove,19169
1912,Long term stays allowed,19169
1913,Other,19169
1914,TV,19282
1915,Cable TV,19282
1916,Internet,19282
1917,Wifi,19282
1918,Air conditioning,19282
1919,Kitchen,19282
1920,Free parking on premises,19282
1921,Doorman,19282
1922,Elevator,19282
1923,Free street parking,19282
1924,Buzzer/wireless intercom,19282
1925,Heating,19282
1926,Family/kid friendly,19282
1927,Washer,19282
1928,Dryer,19282
1929,Smoke detector,19282
1930,Carbon monoxide detector,19282
1931,First aid kit,19282
1932,Fire extinguisher,19282
1933,Essentials,19282
1934,Hangers,19282
1935,Hair dryer,19282
1936,Iron,19282
1937,Laptop friendly workspace,19282
1938,Private living room,19282
1939,Hot water,19282
1940,Bed linens,19282
1941,Extra pillows and blankets,19282
1942,Microwave,19282
1943,Coffee maker,19282
1944,Refrigerator,19282
1945,Dishes and silverware,19282
1946,Cooking basics,19282
1947,Oven,19282
1948,Stove,19282
1949,Single level home,19282
1950,Host greets you,19282
1951,Baking sheet,19282
1952,Trash can,19282
1953,TV,19601
1954,Wifi,19601
1955,Kitchen,19601
1956,Buzzer/wireless intercom,19601
1957,Heating,19601
1958,Family/kid friendly,19601
1959,Washer,19601
1960,Dryer,19601
1961,Garden or backyard,19601
1962,TV,20300
1963,Cable TV,20300
1964,Internet,20300
1965,Wifi,20300
1966,Air conditioning,20300
1967,Kitchen,20300
1968,Pets live on this property,20300
1969,Dog(s),20300
1970,Elevator,20300
1971,Heating,20300
1972,Smoke detector,20300
1973,Essentials,20300
1974,Lock on bedroom door,20300
1975,Hangers,20300
1976,Hair dryer,20300
1977,Iron,20300
1978,Internet,20717
1979,Wifi,20717
1980,Air conditioning,20717
1981,Kitchen,20717
1982,Breakfast,20717
1983,Heating,20717
1984,Family/kid friendly,20717
1985,Dryer,20717
1986,Smoke detector,20717
1987,Carbon monoxide detector,20717
1988,Fire extinguisher,20717
1989,Essentials,20717
1990,Internet,20724
1991,Wifi,20724
1992,Kitchen,20724
1993,Smoking allowed,20724
1994,Pets live on this property,20724
1995,Dog(s),20724
1996,Cat(s),20724
1997,Buzzer/wireless intercom,20724
1998,Heating,20724
1999,Essentials,20724
2000,Laptop friendly workspace,20724
2001,TV,20734
2002,Internet,20734
2003,Wifi,20734
2004,Air conditioning,20734
2005,Kitchen,20734
2006,Free street parking,20734
2007,Buzzer/wireless intercom,20734
2008,Heating,20734
2009,Family/kid friendly,20734
2010,Smoke detector,20734
2011,Carbon monoxide detector,20734
2012,First aid kit,20734
2013,Safety card,20734
2014,Fire extinguisher,20734
2015,Essentials,20734
2016,Shampoo,20734
2017,Hangers,20734
2018,Hair dryer,20734
2019,Iron,20734
2020,Laptop friendly workspace,20734
2021,Self check-in,20734
2022,Lockbox,20734
2023,Microwave,20734
2024,Coffee maker,20734
2025,Refrigerator,20734
2026,Dishes and silverware,20734
2027,Cooking basics,20734
2028,Internet,20755
2029,Wifi,20755
2030,Kitchen,20755
2031,Free street parking,20755
2032,Indoor fireplace,20755
2033,Heating,20755
2034,Washer,20755
2035,Dryer,20755
2036,Essentials,20755
2037,translation missing: en.hosting_amenity_49,20755
2038,translation missing: en.hosting_amenity_50,20755
2039,Hot water,20755
2040,TV,20853
2041,Cable TV,20853
2042,Internet,20853
2043,Wifi,20853
2044,Air conditioning,20853
2045,Kitchen,20853
2046,Free street parking,20853
2047,Heating,20853
2048,Washer,20853
2049,Dryer,20853
2050,Smoke detector,20853
2051,Fire extinguisher,20853
2052,Essentials,20853
2053,Hangers,20853
2054,Hair dryer,20853
2055,Iron,20853
2056,Laptop friendly workspace,20853
2057,translation missing: en.hosting_amenity_49,20853
2058,translation missing: en.hosting_amenity_50,20853
2059,Private entrance,20853
2060,Hot water,20853
2061,Microwave,20853
2062,Refrigerator,20853
2063,Dishwasher,20853
2064,Dishes and silverware,20853
2065,Cooking basics,20853
2066,Oven,20853
2067,Stove,20853
2068,BBQ grill,20853
2069,Garden or backyard,20853
2070,Luggage dropoff allowed,20853
2071,Long term stays allowed,20853
2072,Host greets you,20853
2073,Internet,20913
2074,Wifi,20913
2075,Kitchen,20913
2076,Buzzer/wireless intercom,20913
2077,Heating,20913
2078,Smoke detector,20913
2079,Carbon monoxide detector,20913
2080,Fire extinguisher,20913
2081,Essentials,20913
2082,Self check-in,20913
2083,Keypad,20913
2084,Wifi,21293
2085,Air conditioning,21293
2086,Kitchen,21293
2087,Heating,21293
2088,Family/kid friendly,21293
2089,Essentials,21293
2090,Shampoo,21293
2091,Hangers,21293
2092,Hair dryer,21293
2093,Iron,21293
2094,Self check-in,21293
2095,Lockbox,21293
2096,Hot water,21293
2097,Bed linens,21293
2098,Extra pillows and blankets,21293
2099,TV,21456
2100,Internet,21456
2101,Wifi,21456
2102,Air conditioning,21456
2103,Kitchen,21456
2104,Buzzer/wireless intercom,21456
2105,Heating,21456
2106,Smoke detector,21456
2107,Carbon monoxide detector,21456
2108,Essentials,21456
2109,translation missing: en.hosting_amenity_49,21456
2110,translation missing: en.hosting_amenity_50,21456
2111,TV,21644
2112,Internet,21644
2113,Wifi,21644
2114,Air conditioning,21644
2115,Kitchen,21644
2116,Elevator,21644
2117,Buzzer/wireless intercom,21644
2118,Smoke detector,21644
2119,Carbon monoxide detector,21644
2120,Essentials,21644
2121,translation missing: en.hosting_amenity_49,21644
2122,translation missing: en.hosting_amenity_50,21644
2123,TV,21794
2124,Cable TV,21794
2125,Internet,21794
2126,Wifi,21794
2127,Air conditioning,21794
2128,Kitchen,21794
2129,Paid parking off premises,21794
2130,Pets allowed,21794
2131,Pets live on this property,21794
2132,Dog(s),21794
2133,Cat(s),21794
2134,Free street parking,21794
2135,Buzzer/wireless intercom,21794
2136,Heating,21794
2137,Dryer,21794
2138,Smoke detector,21794
2139,Carbon monoxide detector,21794
2140,First aid kit,21794
2141,Fire extinguisher,21794
2142,Essentials,21794
2143,Shampoo,21794
2144,Hangers,21794
2145,Hair dryer,21794
2146,Iron,21794
2147,Laptop friendly workspace,21794
2148,translation missing: en.hosting_amenity_49,21794
2149,translation missing: en.hosting_amenity_50,21794
2150,Hot water,21794
2151,Microwave,21794
2152,Coffee maker,21794
2153,Refrigerator,21794
2154,Dishes and silverware,21794
2155,Cooking basics,21794
2156,Long term stays allowed,21794
2157,Host greets you,21794
2158,TV,22911
2159,Cable TV,22911
2160,Wifi,22911
2161,Air conditioning,22911
2162,Kitchen,22911
2163,Free street parking,22911
2164,Buzzer/wireless intercom,22911
2165,Heating,22911
2166,Family/kid friendly,22911
2167,Washer,22911
2168,Dryer,22911
2169,Smoke detector,22911
2170,Carbon monoxide detector,22911
2171,Essentials,22911
2172,24-hour check-in,22911
2173,Hangers,22911
2174,Hair dryer,22911
2175,Iron,22911
2176,Laptop friendly workspace,22911
2177,translation missing: en.hosting_amenity_50,22911
2178,Self check-in,22911
2179,Lockbox,22911
2180,Hot water,22911
2181,Long term stays allowed,22911
2182,TV,23135
2183,Cable TV,23135
2184,Internet,23135
2185,Wifi,23135
2186,Air conditioning,23135
2187,Kitchen,23135
2188,Buzzer/wireless intercom,23135
2189,Heating,23135
2190,Smoke detector,23135
2191,Carbon monoxide detector,23135
2192,Essentials,23135
2193,Shampoo,23135
2194,24-hour check-in,23135
2195,Hangers,23135
2196,Hair dryer,23135
2197,Iron,23135
2198,Laptop friendly workspace,23135
2199,translation missing: en.hosting_amenity_49,23135
2200,translation missing: en.hosting_amenity_50,23135
2201,Self check-in,23135
2202,Lockbox,23135
2203,Hot water,23135
2204,Microwave,23135
2205,Coffee maker,23135
2206,Refrigerator,23135
2207,Dishes and silverware,23135
2208,Cooking basics,23135
2209,Oven,23135
2210,Stove,23135
2211,Luggage dropoff allowed,23135
2212,Long term stays allowed,23135
2213,TV,23686
2214,Cable TV,23686
2215,Internet,23686
2216,Wifi,23686
2217,Air conditioning,23686
2218,Kitchen,23686
2219,Paid parking off premises,23686
2220,Pets live on this property,23686
2221,Cat(s),23686
2222,Indoor fireplace,23686
2223,Heating,23686
2224,Family/kid friendly,23686
2225,Washer,23686
2226,Dryer,23686
2227,Smoke detector,23686
2228,Carbon monoxide detector,23686
2229,Fire extinguisher,23686
2230,Essentials,23686
2231,Shampoo,23686
2232,Hangers,23686
2233,Hair dryer,23686
2234,Iron,23686
2235,Laptop friendly workspace,23686
2236,Private entrance,23686
2237,Bathtub,23686
2238,Room-darkening shades,23686
2239,Hot water,23686
2240,Bed linens,23686
2241,Extra pillows and blankets,23686
2242,Coffee maker,23686
2243,Refrigerator,23686
2244,Dishwasher,23686
2245,Dishes and silverware,23686
2246,Cooking basics,23686
2247,Oven,23686
2248,Stove,23686
2249,Patio or balcony,23686
2250,Garden or backyard,23686
2251,Luggage dropoff allowed,23686
2252,Long term stays allowed,23686
2253,Host greets you,23686
2254,TV,24143
